PMID,Year,DOI,PMC,Title,Status,Route,Attempts,Error,PDFPath
39732129,2025,10.1016/j.ijmedinf.2024.105770,,Development and validation of machine learning models for predicting venous thromboembolism in colorectal cancer patients: A cohort study in China.,pending,,0,,
39733055,2024,10.1038/s41598-024-83166-0,PMC11682287,Prediction of Synchronous Serum CEA Expression Status Based on Baseline MRI Features of Primary Rectal Cancer Lesions Pre-treatment: A Retrospective Study.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39733055.pdf
39733152,2024,10.1038/s41598-024-83109-9,PMC11682166,Prognostic value of pseudotime from texture parameters of FDG PET/CT in locally advanced rectal cancer with neoadjuvant concurrent chemoradiotherapy.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39733152.pdf
39737148,2024,10.1016/j.eclinm.2024.102754,PMC11683954,"Surgical navigation for targeted retroperitoneal lymph-node removal: a randomised, controlled, phase 3 trial.",done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39737148.pdf
39737819,2024,10.21614/chirurgia.3059,,Diagnosis and Management of Postoperative Complications in Rectal Cancer Surgery - A Five-Year Retrospective Study in a Single Surgical Unit.,pending,,0,,
39738048,2024,10.1038/s41598-024-76173-8,PMC11685564,Infrared thermal modulation endoscopy for label-free tumor detection.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39738048.pdf
39740842,2025,10.21873/anticanres.17424,,Changes in Mesorectal CT Values and Therapeutic Effect of Preoperative Chemoradiotherapy in Rectal Cancer.,pending,,0,,
39741022,2025,10.1016/j.clcc.2024.12.003,,Incidence and Outcomes of Patients With Mismatch Repair Deficient Rectal Cancer Operated in 2016: A Nationwide Cohort From The Netherlands.,pending,,0,,
39741788,2024,10.4103/jmss.jmss_46_23,PMC11687674,Computed Tomography Scan and Clinical-based Complete Response Prediction in Locally Advanced Rectal Cancer after Neoadjuvant Chemoradiotherapy: A Machine Learning Approach.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39741788.pdf
39751869,2025,10.1007/s10151-024-03086-z,,Feasibility and impact of sentinel lymph node biopsy in patients affected by ano-rectal melanoma.,pending,,0,,
39753055,2025,10.1016/j.ejso.2024.109520,,"Indocyanine green highlights the lymphatic drainage pathways, enhancing the effectiveness of radical surgery for mid-low rectal cancer: A non-randomized controlled prospective study.",pending,,0,,
39753930,2025,10.1007/s00464-024-11485-4,PMC11870868,Deep learning-based pelvimetry in pelvic MRI volumes for pre-operative difficulty assessment of total mesorectal excision.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39753930.pdf
39757340,2025,10.1007/s00384-024-04803-8,PMC11700907,Predicting treatment response and survival in rectal cancer: insights from 18 FDG-PET/MRI post-neoadjuvant therapy.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39757340.pdf
39759129,2024,10.3389/fonc.2024.1428583,PMC11695227,Enhancing clinical complete response assessment in rectal cancer: integrating transanal multipoint full-layer puncture biopsy criteria: a systematic review.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39759129.pdf
39761919,2025,10.1016/j.radonc.2025.110708,,Lower urinary tract sub-structures as predictors of late urinary toxicity in concurrent chemo-radiotherapy for anal cancer.,pending,,0,,
39768239,2024,10.3390/life14121530,PMC11677041,A Machine Learning Model Based on MRI Radiomics to Predict Response to Chemoradiation Among Patients with Rectal Cancer.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39768239.pdf
39770899,2024,10.3390/nu16244277,PMC11678168,Assessing Quality of Life with the Novel QLQ-CAX24 Questionnaire and Body Composition Parameters in Rectal Cancer Patients: A Single-Center Prospective Study.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39770899.pdf
39772798,2025,10.1148/radiol.232838,,"MRI of the Rectum: A Decade into DISTANCE, Moving to DISTANCED.",pending,,0,,
39778879,2025,10.5009/gnl240273,PMC11736321,Artificial Intelligence Models May Aid in Predicting Lymph Node Metastasis in Patients with T1 Colorectal Cancer.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39778879.pdf
39781586,2025,10.1080/08941939.2025.2449669,,Prognostic Value of Tumor Regression Grade Combined with Pathological Lymph Node Status in Initially Node-Positive Rectal Cancer Treated with Neoadjuvant Chemoradiotherapy.,pending,,0,,
39789280,2025,10.1245/s10434-024-16773-w,,Age Matters: Early-Onset Rectal Cancer Exhibits Higher Rates of Pathological Complete Response: A Retrospective Analysis of the Influence of Young Age on Treatment Success in Stage II-III Rectal Cancer.,pending,,0,,
39790821,2024,10.4103/ijnm.ijnm_60_24,PMC11708798,Role of [18F]FDG-PET/CT in Evaluation of Tumor Response to Chemoradiation Therapy for Advanced Colorectal Cancer.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39790821.pdf
39797981,2025,10.1007/s00595-024-02988-7,,Risk factors for anastomotic leakage in rectal cancer surgery reflecting current practices.,pending,,0,,
39799548,2025,10.1007/s00261-025-04800-7,,A novel MRI-based radiomics for preoperative prediction of lymphovascular invasion in rectal cancer.,pending,,0,,
39807414,2024,10.34172/mejdd.2024.396,PMC11725019,Outcome of selective non-diverting low anterior resection after neoadjuvant chemoradiotherapy and curative surgery for proximal rectal cancer: A prospective case series.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39807414.pdf
39808201,2025,10.1007/s00066-024-02354-z,PMC12181125,Simultaneous integrated boost to lateral pelvic lymph nodes during chemoradiotherapy in high-risk rectal cancer.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39808201.pdf
39809603,2025,10.1016/j.acra.2024.12.049,,Integration of Deep Learning and Sub-regional Radiomics Improves the Prediction of Pathological Complete Response to Neoadjuvant Chemoradiotherapy in Locally Advanced Rectal Cancer Patients.,pending,,0,,
39817139,2025,10.4251/wjgo.v17.i1.96598,PMC11664605,Multiparameter magnetic resonance imaging-based radiomics model for the prediction of rectal cancer metachronous liver metastasis.,not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
39821543,2025,10.1245/s10434-024-16605-x,PMC11882672,ASO Author Reflections: Diagnostic Certainty in Characterizing Liver Lesions in Rectal Cancer: Abbreviated Liver MRI Versus CT.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39821543.pdf
39826985,2025,10.1016/j.clcc.2024.12.006,,Multidisciplinary Team Meeting Significantly Enhances Disease-Free Survival in Stage II-III Rectal Cancer.,pending,,0,,
39833443,2025,10.1007/s00384-025-04809-w,PMC11753312,Deep learning algorithms for predicting pathological complete response in MRI of rectal cancer patients undergoing neoadjuvant chemoradiotherapy: a systematic review.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39833443.pdf
39834127,2025,10.1093/oncolo/oyae367,PMC11753392,Liver transplantation for colorectal cancer with liver metastases.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39834127.pdf
39835527,2026,10.1097/CEJ.0000000000000954,PMC12673891,"Development of a prediction model based on Hemoglobin, Albumin, Lymphocyte count, and Platelet-score for lymph node metastasis in rectal cancer.",done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39835527.pdf
39836274,2025,10.1245/s10434-024-16468-2,PMC11882682,Diagnostic Certainty in Characterizing Liver Lesions in Rectal Cancer: Abbreviated Liver MRI versus CT.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39836274.pdf
39838092,2025,10.1007/s00330-025-11361-2,PMC12165870,Evaluation of MRI characterisation of histopathologically matched lymph nodes and other mesorectal nodal structures in rectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39838092.pdf
39839029,2025,10.21037/qims-24-789,PMC11744136,Development and validation of a multi-parametric MRI deep-learning model for preoperative lymphovascular invasion evaluation in rectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39839029.pdf
39839519,2025,10.1016/j.heliyon.2024.e41404,PMC11748705,Identification of PET/CT radiomic signature for classification of locally recurrent rectal cancer: A network-based feature selection approach.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39839519.pdf
39839524,2024,10.3389/fphys.2024.1444897,PMC11747483,A combined diagnostic model including middle rectal artery visualization for predicting lateral lymph node metastasis in rectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39839524.pdf
39840208,2024,10.7759/cureus.76185,PMC11748814,Role of Artificial Intelligence in MRI-Based Rectal Cancer Staging: A Systematic Review.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39840208.pdf
39841228,2025,10.1007/s00261-024-04713-x,,Radiomics for prediction of perineural invasion in colorectal cancer: a systematic review and meta-analysis.,pending,,0,,
39845326,2024,10.3389/fonc.2024.1425665,PMC11750663,The accuracy of radiomics in diagnosing tumor deposits and perineural invasion in rectal cancer: a systematic review and meta-analysis.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39845326.pdf
39845590,2022,10.1016/j.sipas.2022.100096,PMC11749183,"How do they measure up: Assessing the height of rectal cancer with digital rectal exam, endoscopy, and MRI(,).",done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39845590.pdf
39847175,2025,10.1007/s10151-024-03082-3,,The oncologic benefits of lateral lymph node dissection after neoadjuvant therapy - local control or survival?,pending,,0,,
39847224,2025,10.1007/s10151-024-03079-y,,Who is a candidate at the initial presentation? Prediction of positive lateral lymph node and survival after dissection.,pending,,0,,
39847226,2025,10.1007/s10151-024-03080-5,,Positive lateral lymph node turned negative after neoadjuvant therapy-surgery or observation?,pending,,0,,
39858112,2025,10.3390/cancers17020330,PMC11763976,A Comprehensive Approach to Neoadjuvant Treatment of Locally Advanced Rectal Cancer.,not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
39859149,2025,10.3390/ijms26020432,PMC11764815,"Comprehensive Overview of Molecular, Imaging, and Therapeutic Challenges in Rectal Mucinous Adenocarcinoma.",not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
39863805,2025,10.1245/s10434-025-16928-3,,ASO Author Reflections: Image-Guided Total Pelvic Exenteration for Locally Recurrent Rectal Cancer.,pending,,0,,
39864243,2025,10.1016/j.ejrad.2025.111937,PMC12168187,Mastering rectal cancer MRI: From foundational concepts to optimal staging.,not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
39867726,2025,10.1016/j.ctro.2024.100901,PMC11759539,Treatment time and learning curve analysis of 1.5 T MR-Linac workflows led by radiation oncologists or therapists.,not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
39872765,2025,10.4240/wjgs.v17.i1.100910,PMC11757172,Evaluation of surgical strategy for low anterior resection syndrome using preoperative low anterior resection syndrome score in China.,not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
39872767,2025,10.4240/wjgs.v17.i1.100278,PMC11757176,Rectal ameboma: A new entity in the differential diagnosis of rectal cancer.,not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
39872776,2025,10.4240/wjgs.v17.i1.101772,PMC11757192,Machine learning and deep learning to improve prevention of anastomotic leak after rectal cancer surgery.,not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
39872795,2025,10.4240/wjgs.v17.i1.100232,PMC11757196,"Risk factors, monitoring, and treatment strategies for early recurrence after rectal cancer surgery.",not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
39874930,2025,10.1016/j.jss.2024.12.042,,Predictive Value of Magnetic Resonance Complete Response After Neoadjuvant Therapy for Rectal Cancer.,pending,,0,,
39885139,2025,10.1038/s41597-024-04152-9,PMC11782544,A Rectal Cancer Surgery Dataset: Use of artificial intelligence to aid automation of error identification.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39885139.pdf
39889974,2025,10.1016/j.mri.2025.110338,,Prediction of metachronous liver metastasis in mid-low rectal cancer using quantitative perirectal fat content from high-resolution MRI.,pending,,0,,
39893822,2025,10.1016/j.ejrad.2025.111954,,Impact of MRI risk assessment on the survival benefits of neoadjuvant chemoradiotherapy in patients with stage II-III rectal cancer: A retrospective cohort study.,pending,,0,,
39896183,2024,10.3389/fonc.2024.1470824,PMC11782148,Radiomics in rectal cancer: current status of use and advances in research.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39896183.pdf
39907722,2026,10.1007/s00261-025-04815-0,PMC12971816,Inclusion of tumor periphery in radiomics analysis of magnetic resonance images does not improve predictions of preoperative therapy response in patients with rectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39907722.pdf
39908966,2025,10.1016/j.tranon.2025.102313,PMC11847518,Comparison of prognosis for T4b rectal cancer with different pelvic compartment involvement treated using neoadjuvant chemoradiotherapy and implications for refinement of the current T staging system: A retrospective cohort study.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39908966.pdf
39914800,2025,10.1093/bjs/znae270,,Rectal cancer surgery: radiology roadmaps.,pending,,0,,
39914910,2025,10.1053/j.ro.2024.12.003,,Rectal Cancer MRI: An Update.,pending,,0,,
39915981,2025,10.1177/02841851241309008,,Selection of rectal cancer patients for organ preservation after neoadjuvant therapy: value of T2W-MRI signal intensity.,pending,,0,,
39918199,2025,10.1097/DCR.0000000000003669,,Impact of Low Ligation on Bowel Perfusion and Anastomotic Leakage in Minimally Invasive Rectal Cancer Surgery: A Post Hoc Analysis of a Randomized Controlled Trial.,pending,,0,,
39920528,2025,10.1245/s10434-025-16962-1,,Predictors of Pathologic Non-response to Neoadjuvant Approaches in Locally Advanced Rectal Cancer.,pending,,0,,
39921167,2025,10.1016/j.remnie.2025.500113,,Predicting complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: The role of baseline volumetric 18F-FDG PET/CT parameters and inflammatory markers.,pending,,0,,
39921716,2025,10.1007/s00330-025-11398-3,,Dual-energy CT quantitative parameters for prediction of prognosis in patients with resectable rectal cancer.,pending,,0,,
39923594,2025,10.1016/j.ejrad.2025.111986,PMC11892329,Can MRI radiomics distinguish residual adenocarcinoma from acellular mucin in treated rectal cancer?,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39923594.pdf
39924571,2025,10.1038/s41598-025-89482-3,PMC11808052,Comparative performance of multiple ensemble learning models for preoperative prediction of tumor deposits in rectal cancer based on MR imaging.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39924571.pdf
39924589,2025,10.1245/s10434-024-16838-w,PMC12396200,Risk Factors for Regrowth After Nonoperative Management for Rectal Cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39924589.pdf
39932551,2025,10.1007/s00261-025-04819-w,,Advanced diffusion-weighted imaging biomarkers for non-invasive assessment of tumor microenvironment in rectal cancer: restricted spectrum imaging.,pending,,0,,
39939420,2025,10.1007/s00330-025-11439-x,,MRI-based scoring systems for selective lateral lymph node dissection in locally advanced low rectal cancer after neoadjuvant chemoradiotherapy.,pending,,0,,
39939705,2025,10.1038/s41698-025-00827-7,PMC11821811,Author Correction: An automated deep learning pipeline for EMVI classification and response prediction of rectal cancer using baseline MRI: a multi-centre study.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39939705.pdf
39939805,2025,10.1038/s41401-025-01489-8,PMC12098718,Development of orthotopic mouse models for mid-low rectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39939805.pdf
39941583,2025,10.3390/jcm14030912,PMC11818342,Therapeutic Management of Locally Advanced Rectal Cancer: Existing and Prospective Approaches.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39941583.pdf
39941713,2025,10.3390/cancers17030341,PMC11816246,"The ELECTRA Trial: Approach to Contemporary Challenges in the Development and Implementation of Double-Blinded, Randomised, Controlled Clinical Trials in Low-Volume High-Complexity Surgical Oncology.",done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39941713.pdf
39945868,2025,10.1007/s00423-025-03642-7,PMC11825640,Disparity in endoscopic localisation of early distal colorectal cancers: a retrospective cohort analysis from a single institution.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39945868.pdf
39949126,2025,10.1177/14574969251319201,,Comparison of oncological outcomes of T1-3 N1 rectal cancer patients treated with neoadjuvant radiotherapy versus no radiotherapy: A retrospective cohort study.,pending,,0,,
39951169,2025,10.1007/s10151-024-03103-1,PMC11828829,Transanal repair of anastomotic leakage after oncologic low anterior resection: a prospective cohort.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39951169.pdf
39951928,2025,10.1016/j.esmoop.2024.104102,PMC11874550,"Integrating radiomics, pathomics, and biopsy-adapted immunoscore for predicting distant metastasis in locally advanced rectal cancer.",done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39951928.pdf
39953497,2025,10.1186/s12885-025-13664-5,PMC11827370,Prognostic significance of preoperative CT-based sarcopenia in locally advanced rectal cancer: a multicenter retrospective study.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39953497.pdf
39954064,2025,10.1007/s00261-025-04840-z,,Development and evaluation of the mrTE scoring system for MRI-detected tumor deposits and extramural venous invasion in rectal cancer.,pending,,0,,
39955254,2025,10.1016/j.acra.2025.02.015,,Harnessing Multi-Omics: Integrating Radiomics and Pathomics for Predicting Microsatellite Instability in Rectal Cancer.,pending,,0,,
39957711,2025,10.1111/1754-9485.13841,,Predictive Role of FDG PET-CT in Localised Rectal Carcinoma: A Systematic Review and Meta-Analysis.,pending,,0,,
39958549,2025,10.4251/wjgo.v17.i2.102151,PMC11756008,"Enhancing rectal cancer liver metastasis prediction: Magnetic resonance imaging-based radiomics, bias mitigation, and regulatory considerations.",done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39958549.pdf
39959143,2025,10.1055/s-0044-1788794,PMC11828646,Quantitative Dynamic Contrast-Enhanced Magnetic Resonance Imaging and Positron Emission Tomography (PET) for Distinguishing Metastatic Lymph Nodes from Nonmetastatic Among Patients with Rectal Cancer: A Systematic Review and Meta-Analysis.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39959143.pdf
39960557,2025,10.1007/s00384-024-04801-w,PMC11832599,Predictive value of rectal MRI variables for pathological complete response in locally advanced rectal cancer following neoadjuvant chemoradiotherapy.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39960557.pdf
39960895,2025,10.1097/MD.0000000000041602,PMC11835079,"High glycemic variability serves as an independent risk factor for postoperative infection-related complications in patients undergoing radical surgery for gastric, colon, and rectal cancer.",done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39960895.pdf
39963619,2025,10.7759/cureus.77604,PMC11832227,Efficacy of Neoadjuvant Short-Course Radiation Therapy Followed by Oxaliplatin-Based Chemotherapy for Locally Advanced Rectal Adenocarcinoma: A Single-Center Experience From Saudi Arabia.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39963619.pdf
39965007,2025,10.1371/journal.pcbi.1012707,PMC11849983,Tumor-immune partitioning and clustering algorithm for identifying tumor-immune cell spatial interaction signatures within the tumor microenvironment.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39965007.pdf
39965094,2025,10.1093/bjr/tqaf035,PMC12012344,"Approvers, Disapprovers, and Strugglers: a Q-methodology study of rectal cancer MRI proforma use.",done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39965094.pdf
39966198,2025,10.1007/s11136-025-03918-x,PMC12064581,Quality of life outcomes in colorectal cancer survivors: insights from an observational study at a tertiary cancer center.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39966198.pdf
39967347,2025,10.1002/cam4.70699,PMC11836347,Multi-Institutional MR-Derived Radiomics to Predict Post-Exenteration Disease Recurrence in Patients With T4 Rectal Cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39967347.pdf
39970545,2025,10.1016/j.ejrad.2025.112005,,What is the predictive value of pretreatment MRI characteristics for achieving a complete response after total neoadjuvant treatment in locally advanced rectal cancer?,pending,,0,,
39971233,2025,10.1016/j.prro.2025.01.014,,Variations in Radiation Therapy Delineation of the Lateral Compartments in Patients with Rectal Cancer: Results After an Updated National Guideline.,pending,,0,,
39971551,2025,10.3760/cma.j.cn441530-20240323-00108,,[Prognostic factors and survival analysis in rectal cancer patients with poor response to neoadjuvant therapy].,pending,,0,,
39972078,2025,10.1038/s41598-025-90623-x,PMC11840023,Establishment of an experimental model of canine apocrine gland anal sac adenocarcinoma organoid culture using a three-dimensional culture method.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39972078.pdf
39976552,2025,10.1002/acm2.70031,PMC12059301,T2-weighted imaging of rectal cancer using a 3D fast spin echo sequence with and without deep learning reconstruction: A reader study.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39976552.pdf
39977592,2025,10.1097/DCR.0000000000003590,,Features of Lateral Pelvic Lymph Nodes Associated With Pathological Involvement After Total Neoadjuvant Therapy in Patients Undergoing Lateral Pelvic Lymph Node Dissection.,pending,,0,,
39980546,2025,10.3389/fonc.2025.1496820,PMC11841465,A pelvis MR transformer-based deep learning model for predicting lung metastases risk in patients with rectal cancer.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39980546.pdf
39982548,2025,10.1245/s10434-025-17033-1,PMC12133420,"Nonoperative Management of Rectal Cancer: Is ""Near-Complete"" Response Safe to Surveil?",done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39982548.pdf
39986704,2025,10.1016/j.esmoop.2024.104095,PMC11889485,"Corrigendum to ""mFOLFOX6 versus mFOLFOX6 + aflibercept as neoadjuvant treatment in MRI-defined T3-rectal cancer: a randomized phase-II-trial of the German Rectal Cancer Study Group (CAO/ARO/AIO 0214) and the ABCSG (R-06)"": [ESMO Open 9 (2024) 103703].",done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39986704.pdf
39988512,2025,10.1016/j.clcc.2025.01.006,,Prognostic Values of Pre- and Post-Therapeutic FDG-PET in Anal Canal Cancer: Analysis of a Prospective Study.,pending,,0,,
39988912,2025,10.1177/02841851251316435,,Stage pT0-T1 rectal cancers: emphasis on submucosal high intensity on high-resolution T2-weighted imaging and other morphological features.,pending,,0,,
39997331,2025,10.3390/jpm15020054,PMC11855940,Enhanced Lymph Node Detection in Colon Cancer Using Indocyanine Green Fluorescence: A Systematic Review of Studies from 2020 Onwards.,done,europepmc:pdf,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_39997331.pdf
40000455,2025,10.1007/s00464-025-11634-3,,Robotic-assisted surgery for locally advanced rectal cancer beyond total mesorectal excision planes: the Mayo Clinic experience.,pending,,0,,
40004765,2025,10.3390/jcm14041234,PMC11856500,Minimally Invasive Rectal Surgery: Current Status and Future Perspectives in the Era of Digital Surgery.,done,europepmc:pdf,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_40004765.pdf
40009088,2025,10.1007/s00330-025-11462-y,,The Avocado Sign: A novel imaging marker for nodal staging in rectal cancer.,pending,,0,,
40010852,2025,10.1503/cjs.012223,PMC11879369,Post-transanal endoscopic microsurgery (TEM) syndrome: a constellation of symptoms resulting from localized inflammatory changes after TEM.,not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
40010977,2025,10.21873/invivo.13897,PMC11884458,Alteration of Apparent Diffusion Coefficient Measurements Predict Survival Outcomes During Neoadjuvant Chemoradiotherapy in Locally Advanced Rectal Cancer.,not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
40011277,2025,10.1007/s00595-025-03018-w,,A comparison of the diagnostic ability of 1-mm computed tomography and 3-mm magnetic resonance imaging for detecting lateral pelvic lymph node metastases from rectal cancer.,pending,,0,,
40016002,2025,10.1016/j.acra.2025.02.009,,Multi-parametric MRI Habitat Radiomics Based on Interpretable Machine Learning for Preoperative Assessment of Microsatellite Instability in Rectal Cancer.,pending,,0,,
40023252,2025,10.1016/j.prro.2025.02.001,,Radiation Therapy for Anal Squamous Cell Carcinoma: An ASTRO Clinical Practice Guideline.,pending,,0,,
40031376,2025,10.1016/j.ejrad.2025.112019,PMC12184623,"Reliability of rectal MRI radiomic features: Comparing rectal MRI radiomic features across reader expertise levels, image segmentation technique, and timing of rectal MRI in patients with locally advanced rectal cancer.",not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
40038019,2025,10.1016/j.clcc.2025.02.002,,Does Extramural Vascular Invasion Predict Response to Neoadjuvant Therapy in Locally Advanced Rectal Cancer?,pending,,0,,
40043596,2025,10.1016/j.ejso.2025.109717,,Artificial intelligence-based model to predict recurrence after local excision in T1 rectal cancer.,pending,,0,,
40044546,2025,10.1016/j.acra.2025.02.019,,An Integrative Clinical and Intra- and Peritumoral MRI Radiomics Nomogram for the Preoperative Prediction of Lymphovascular Invasion in Rectal Cancer.,pending,,0,,
40045072,2025,10.1007/s00330-025-11463-x,PMC12350595,Enhancing the role of MRI in rectal cancer: advances from staging to prognosis prediction.,not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
40046530,2025,10.1002/ags3.12873,PMC11877350,"Upfront surgery, neoadjuvant chemoradiotherapy, or neoadjuvant chemotherapy for rectal cancer with lateral lymph node metastasis: A multicenter MRI and lateral lymph node dissection study.",not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
40048019,2025,10.1007/s12094-025-03868-3,,"HPV-driven cancer: from epidemiology to the HPV-driven tumor board proposal, everything you wanted to know but were afraid to ask.",pending,,0,,
40049747,2025,10.2967/jnumed.124.269289,,[(18)F]-FDG PET/CT in the Initial Staging of Squamous Cell Cancer of the Anal Canal: Results of a Prospective Multicenter Registry.,pending,,0,,
40050297,2025,10.1038/s41598-025-90191-0,PMC11885450,Prognostic model for log odds of negative lymph node in locally advanced rectal cancer via interpretable machine learning.,not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
40050741,2025,10.1186/s12880-025-01610-7,PMC11887235,LoG-staging: a rectal cancer staging method with LoG operator based on maximization of mutual information.,not_found,scihub:title,2,scihub:title: 404/空响应（文献未收录）,
40053051,2025,10.1007/s00261-025-04833-y,,The value of radiomics and deep learning based on PET/CT in predicting perineural nerve invasion in rectal cancer.,pending,,0,,
