Batch,PMID,Year,DOI,PMC,Status,Title
b4,37457020,2023,10.1016/j.ctro.2023.100656,PMC10339188,pending,Short-course preoperative radiotherapy increases pelvic fracture risk in rectal cancer.
b4,37455833,2023,10.37349/etat.2023.00142,PMC10344900,pending,Artificial intelligence and radiomics in magnetic resonance imaging of rectal cancer: a review.
b4,37452176,2023,10.1007/s00330-023-09920-6,PMC10667134,pending,Development and multicenter validation of a multiparametric imaging model to predict treatment response in rectal cancer.
b4,37443514,2023,10.1097/MD.0000000000034245,PMC10344533,pending,Nomogram including tumor deposition count to noninvasively evaluate the prognosis of rectal cancer patients: A retrospective study.
b4,37435214,2023,10.21037/jgo-23-405,PMC10331738,pending,Screening of key genes related to ferroptosis and a molecular interaction network analysis in colorectal cancer using machine learning and bioinformatics.
b4,37431270,2023,10.1177/15330338231186467,PMC10338728,pending,Predicting Rectal Cancer Response to Total Neoadjuvant Treatment Using an Artificial Intelligence Model Based on Magnetic Resonance Imaging and Clinical Data.
b4,37420246,2023,10.1186/s12957-023-03091-w,PMC10326933,pending,Persistent descending mesocolon as a vital risk factor for anastomotic failure and prolonged operative time for sigmoid colon and rectal cancers.
b4,37407899,2023,10.1007/s11605-023-05755-0,PMC10528925,not_found,Estimating Risk of Locoregional Failure and Overall Survival in Anal Cancer Following Chemoradiation: A Machine Learning Approach.
b4,37404759,2023,10.3389/fonc.2023.1195404,PMC10315900,pending,Application of a three-dimensional printed pelvic model in laparoscopic radical resection of rectal cancer.
b4,37377906,2023,10.3389/fonc.2023.1118518,PMC10292078,pending,The role of MRI after neochemoradiotherapy in predicting pathological tumor regression grade and clinical outcome in patients with locally advanced rectal adenocarcinoma.
b4,37370997,2023,10.3390/diagnostics13122104,PMC10296819,pending,Local Recurrences in Rectal Cancer: MRI vs. CT.
b4,37370882,2023,10.3390/diagnostics13121987,PMC10297215,pending,Radiomics from Mesorectal Blood Vessels and Lymph Nodes: A Novel Prognostic Predictor for Rectal Cancer with Neoadjuvant Therapy.
b4,37370692,2023,10.3390/cancers15123082,PMC10296157,pending,Delta Radiomic Analysis of Mesorectum to Predict Treatment Response and Prognosis in Locally Advanced Rectal Cancer.
b4,37370651,2023,10.3390/bioengineering10060720,PMC10294893,pending,Chemical Shift-Encoded Sequence (IDEAL-IQ) and Amide Proton Transfer (APT) MRI for Prediction of Histopathological Factors of Rectal Cancer.
b4,37370565,2023,10.3390/bioengineering10060634,PMC10295574,pending,Radiomics for the Prediction of Pathological Complete Response to Neoadjuvant Chemoradiation in Locally Advanced Rectal Cancer: A Prospective Observational Trial.
b4,37370032,2023,10.1186/s12885-023-11103-x,PMC10294487,pending,Neoadjuvant chemotherapy with modified FOLFOXIRI for locally advanced rectal cancer to transform effectively EMVI and MRF from positive to negative: results of a long-term single center phase 2 clinical trial.
b4,37365381,2023,10.1007/s11547-023-01652-3,PMC10317862,pending,Pattern of care for re-irradiation in locally recurrent rectal cancer: a national survey on behalf of the AIRO gastrointestinal tumors study group.
b4,37363997,2023,10.1158/1078-0432.CCR-23-0859,PMC10570673,not_found,Associations between AI-Assisted Tumor Amphiregulin and Epiregulin IHC and Outcomes from Anti-EGFR Therapy in the Routine Management of Metastatic Colorectal Cancer.
b4,37358604,2023,10.1007/s00261-023-03961-7,PMC10480283,pending,Predicting response to chemoradiotherapy in rectal cancer via visual morphologic assessment and staging on baseline MRI: a multicenter and multireader study.
b4,37334122,2023,10.7717/peerj.15408,PMC10269576,pending,A multi-class classification algorithm based on hematoxylin-eosin staining for neoadjuvant therapy in rectal cancer: a retrospective study.
b4,37330508,2023,10.1186/s13014-023-02285-6,PMC10276517,pending,Advantages and robustness of partial VMAT with prone position for neoadjuvant rectal cancer evaluated by CBCT-based offline adaptive radiotherapy.
b4,37325000,2023,10.3348/jksr.2023.0007,PMC10265231,pending,[Interpretation of Rectal MRI after Neoadjuvant Treatment in Patients with Rectal Cancer].
b4,37321815,2023,10.1136/bmjopen-2022-065010,PMC10277084,pending,Towards Response ADAptive Radiotherapy for organ preservation for intermediate-risk rectal cancer (preRADAR): protocol of a phase I dose-escalation trial.
b4,37313205,2023,10.5114/aoms/112531,PMC10259405,pending,Relationship between inferior mesenteric artery diameter and rectal cancer.
b4,37310167,2023,10.1002/14651858.CD002198.pub3,PMC10264720,pending,Local versus radical surgery for early rectal cancer with or without neoadjuvant or adjuvant therapy.
b4,37299595,2023,10.3390/nu15112632,PMC10255819,pending,Sarcopenic Obesity Is a Risk Factor for Worse Oncological Long-Term Outcome in Locally Advanced Rectal Cancer Patients: A Retrospective Single-Center Cohort Study.
b4,37296929,2023,10.3390/cancers15112967,PMC10252061,pending,The Role of MRI and PET/CT in Radiotherapy Target Volume Determination in Gastrointestinal Cancers-Review of the Literature.
b4,37296579,2023,10.3390/cells12111458,PMC10253213,pending,Evaluation of RAS Mutational Status in Liquid Biopsy to Monitor Disease Progression in Metastatic Colorectal Cancer Patients.
b4,37291527,2023,10.1186/s12880-023-01027-0,PMC10249234,not_found,Histogram analysis of dynamic contrast-enhanced magnetic resonance imaging to predict extramural venous invasion in rectal cancer.
b4,37287925,2023,10.3389/fonc.2023.1160159,PMC10243597,not_found,Treatment paradigm and prognostic factor analyses of rectal squamous cell carcinoma.
b4,37274803,2023,10.3748/wjg.v29.i19.2888,PMC10237092,pending,Radiomics in colorectal cancer patients.
b4,37274801,2023,10.3748/wjg.v29.i19.2979,PMC10237089,pending,Machine learning model for prediction of low anterior resection syndrome following laparoscopic anterior resection of rectal cancer: A multicenter study.
b4,37265550,2023,10.1159/000526633,PMC10230821,pending,Diagnostic and Therapeutic Management of Early Colorectal Cancer.
b4,37256101,2023,10.1016/j.eclinm.2023.101945,PMC10225622,pending,"Development and validation of a patient reported outcome measure for health-related quality of life for locally recurrent rectal cancer: a multicentre, three-phase, mixed-methods, cohort study."
b4,37250635,2023,10.3389/fmed.2023.1149056,PMC10213753,pending,"Region-specific deep learning models for accurate segmentation of rectal structures on post-chemoradiation T2w MRI: a multi-institutional, multi-reader study."
b4,37231115,2023,10.1038/s41598-023-35763-8,PMC10213059,pending,Predicting lymphovascular invasion in rectal cancer: evaluating the performance of golden-angle radial sparse parallel MRI for rectal perfusion assessment.
b4,37228304,2023,10.5005/jp-journals-10078-1396,PMC10203326,pending,Rho-kinase Inhibitors in Ocular Diseases: A Translational Research Journey.
b4,37218517,2023,10.1097/SLA.0000000000005907,PMC10481925,pending,Blood Perfusion Assessment by Indocyanine Green Fluorescence Imaging for Minimally Invasive Rectal Cancer Surgery (EssentiAL trial): A Randomized Clinical Trial.
b4,37201089,2023,10.21037/jgo-23-222,PMC10186500,pending,Effects of magnetic resonance imaging (MRI)-detected extramural vascular invasion (mrEMVI) and tumor deposits (TDs) on distant metastasis and long-term survival after surgery for stage III rectal cancer: a retrospective study grouped based on the relationship between the bottom of the tumor and peritoneal reflection.
b4,37184772,2023,10.1007/s10151-023-02803-4,PMC10638143,pending,An updated evaluation of the implementation of the sigmoid take-off landmark 1 year after the official introduction in the Netherlands.
b4,37184445,2023,10.1097/JS9.0000000000000438,PMC10389374,pending,Effect of interval between neoadjuvant chemoradiotherapy and surgery on oncological outcomes in poor responders with locally advanced rectal cancer: a retrospective cohort study.
b4,37179942,2023,10.21037/qims-22-879,PMC10167423,pending,Assessing the histopathological features of rectal adenocarcinoma with chemical shift-encoded sequence (CSE)-MRI and diffusion-weighted imaging (DWI).
b4,37172066,2023,10.1371/journal.pone.0285709,PMC10180662,pending,Applying a neoscore in locally advanced rectal cancer is beneficial in predicting local recurrences after surgery.
b4,37168940,2023,,PMC10165227,pending,Extramural venous invasion: a novel magnetic resonance imaging biomarker for adverse pathology in bladder cancer.
b4,37155130,2023,10.1007/s12029-022-00909-w,PMC11301614,pending,The Role of Radiomics in Rectal Cancer.
b4,37154929,2023,10.1007/s00432-023-04779-y,PMC10374480,pending,Neoadjuvant chemoradiotherapy versus neoadjuvant chemotherapy alone for patients with locally advanced rectal cancer: a propensity-score-matched analysis combined with SEER validation.
b4,37145311,2023,10.1007/s00261-023-03893-2,PMC10444656,pending,Rectal cancer lexicon 2023 revised and updated consensus statement from the Society of Abdominal Radiology Colorectal and Anal Cancer Disease-Focused Panel.
b4,37127032,2023,10.3171/CASE2316,PMC10555566,pending,Rectal dural metastasis masquerading as chronic subdural hematoma: illustrative case.
b4,37123445,2023,10.1016/j.patter.2023.100711,PMC10140608,pending,A boundary-guided transformer for measuring distance from rectal tumor to anal verge on magnetic resonance images.
b4,37120533,2023,10.1186/s13048-023-01153-x,PMC10148549,pending,Anastomotic leakage after resection of the rectosigmoid colon in primary ovarian cancer.
b4,37115093,2023,10.1097/MD.0000000000033575,PMC10146036,pending,"Planning adaptive treatment by longitudinal response assessment implementing MR imaging, liquid biopsy and analysis of microenvironment during neoadjuvant treatment of rectal cancer (PRIMO)."
b4,37113403,2023,10.3892/ol.2023.13783,PMC10126625,pending,Cardiac 18F‑FDG uptake and new‑onset rectal cancer.
b4,37106657,2023,10.3390/bioengineering10040468,PMC10135707,pending,Establishment of Surgical Difficulty Grading System and Application of MRI-Based Artificial Intelligence to Stratify Difficulty in Laparoscopic Rectal Surgery.
b4,37099182,2023,10.1007/s00261-023-03900-6,PMC11210452,not_found,A primer on rectal MRI in patients on watch-and-wait treatment for rectal cancer.
b4,37082450,2023,10.1093/gastro/goad017,PMC10112957,pending,"Total neoadjuvant treatment for MRI-stratified high-risk rectal cancer: a single-center, single-arm, prospective Phase II trial (PKUCH-R02)."
b4,37081037,2023,10.1038/s41598-023-33697-9,PMC10119273,pending,Early stoma closure after low anterior resection is not recommended due to postoperative complications and asymptomatic anastomotic leakage.
b4,37064150,2023,10.3389/fonc.2023.1125470,PMC10102576,pending,Assessing the predictive value of clinical factors to pathological complete response for locally advanced rectal cancer: An analysis of 124 patients.
b4,37064097,2023,10.3389/fonc.2023.1099168,PMC10098206,pending,Efficacy of concurrent radiotherapy in patients with locally advanced rectal cancer and synchronous metastasis receiving systemic therapy.
b4,37051159,2023,10.4174/astr.2023.104.4.205,PMC10083348,pending,Difference in prognostic impact of lateral pelvic lymph node metastasis between pre- and post-neoadjuvant chemoradiotherapy in rectal cancer patients.
b4,37035560,2023,10.3389/fsurg.2023.1125875,PMC10079943,pending,Applying interpretable machine learning algorithms to predict risk factors for permanent stoma in patients after TME.
b4,37027015,2023,10.1007/s00261-023-03891-4,PMC10775174,pending,Beyond squamous cell carcinoma: MRI appearance of uncommon anal neoplasms and mimickers.
b4,37026966,2023,10.1097/MD.0000000000033281,PMC10082321,pending,Value of apparent diffusion coefficient on MRI for prediction of histopathological type in anal fistula cancer.
b4,37011059,2023,10.1093/bjsopen/zrad018,PMC10069662,pending,Implications of the new MRI-based rectum definition according to the sigmoid take-off: multicentre cohort study.
b4,37010604,2023,10.1007/s00464-023-10008-x,PMC10322756,pending,Predictors for selective flexure mobilization during robotic anterior resection for rectal cancer: a prospective cohort analysis.
b4,37004557,2023,10.1007/s00261-023-03898-x,PMC10942660,not_found,MRI-based radiomic score increased mrTRG accuracy in predicting rectal cancer response to neoadjuvant therapy.
b4,37000002,2023,10.1148/rycan.239007,PMC10077089,pending,Multireader MRI Assessment of Rectal Cancer Response to Neoadjuvant Therapy.
b4,36996891,2023,10.1055/a-2032-3646,PMC10063340,pending,Magnifying endoscopy with narrow-band imaging and salvage endoscopic submucosal dissection of a locally advanced rectal adenocarcinoma after neoadjuvant chemoradiotherapy.
b4,36984010,2023,10.3390/life13030678,PMC10018642,pending,"Correction: Groen et al. Use of Image-Guided Surgical Navigation during Resection of Locally Recurrent Rectal Cancer. Life 2022, 12, 645."
b4,36978750,2023,10.3390/bioengineering10030359,PMC10045764,pending,Accelerated Diffusion-Weighted MRI of Rectal Cancer Using a Residual Convolutional Network.
b4,36972213,2023,10.1093/bjs/znad051,PMC10364523,pending,Watch and wait after neoadjuvant treatment in rectal cancer: comparison of outcomes in patients with and without a complete response at first reassessment in the International Watch & Wait Database (IWWD).
b4,36971272,2023,10.4274/dir.2022.221333,PMC10679710,pending,Diagnostic performance of magnetic resonance imaging in preoperative local staging of rectal cancer after neoadjuvant chemoradiotherapy.
b4,36969078,2023,10.3389/fonc.2023.993888,PMC10034158,pending,The repeatability and consistency of different methods for measuring the volume parameters of the primary rectal cancer on diffusion weighted images.
b4,36964328,2023,10.1245/s10434-023-13225-9,PMC10394736,pending,MRI Assessment of Extramural Venous Invasion Before and After Total Neoadjuvant Therapy for Locally Advanced Rectal Cancer and Its Association with Disease-Free and Overall Survival.
b4,36938675,2023,10.1002/cam4.5761,PMC10225194,pending,Radiological lymph-node size improves the prognostic value of systemic inflammation index in rectal cancer with pathologically negative nodes.
b4,36937315,2023,10.37349/etat.2023.00119,PMC10017185,pending,Artificial intelligence fusion for predicting survival of rectal cancer patients using immunohistochemical expression of Ras homolog family member B in biopsy.
b4,36932225,2023,10.1007/s00261-023-03863-8,PMC10929685,pending,Imaging of Anal Squamous Cell Carcinoma: Survey Results and Expert Opinion from the Rectal and Anal Cancer Disease-Focused Panel of the Society of Abdominal Radiology.
b4,36925913,2023,10.3389/fonc.2023.1133008,PMC10013156,pending,MRI-based pre-Radiomics and delta-Radiomics models accurately predict the post-treatment response of rectal adenocarcinoma to neoadjuvant chemoradiotherapy.
b4,36919880,2023,10.2214/AJR.23.29002,PMC10777341,not_found,Mucinous Degeneration on MRI After Neoadjuvant Therapy in Patients With Rectal Adenocarcinoma: Frequency and Association With Clinical Outcomes.
b4,36915299,2023,10.21037/qims-22-624,PMC10006105,pending,Synthetic magnetic resonance imaging predicts the prognostic evaluation of rectal cancer.
b4,36906661,2023,10.1007/s10151-023-02773-7,PMC11181310,pending,Magnifying chromoendoscopy is a reliable method in the selection of rectal neoplasms for local excision.
b4,36902845,2023,10.3390/jcm12052058,PMC10004457,pending,Radiomic Features from Post-Operative (18)F-FDG PET/CT and CT Imaging Associated with Locally Recurrent Rectal Cancer: Preliminary Findings.
b4,36900249,2023,10.3390/cancers15051457,PMC10001362,pending,Immune Microenvironment in Sporadic Early-Onset versus Average-Onset Colorectal Cancer.
b4,36896297,2023,10.4240/wjgs.v15.i2.177,PMC9988648,pending,Surveillance strategies following curative resection and non-operative approach of rectal cancer: How and how long? Review of current recommendations.
b4,36896217,2023,10.1016/j.adro.2023.101192,PMC9991532,pending,Outcomes and Prognostic Factors for Locally Recurrent Rectal Cancer Treated With Proton Beam Therapy.
b4,36894810,2023,10.1007/s00464-023-09963-2,PMC10338552,pending,Clinical application of machine learning and computer vision to indocyanine green quantification for dynamic intraoperative tissue characterisation: how to do it.
b4,36890929,2023,10.4314/ejhs.v33i1.11,PMC9987274,pending,High Magnitude Advanced Colorectal Cancer at Diagnosis in Ethiopian Patients: Imaging Pattern and Associated Factors.
b4,36890815,2023,10.3389/fonc.2023.1078863,PMC9986582,pending,Preoperative prediction of tumor deposits in rectal cancer with clinical-magnetic resonance deep learning-based radiomic models.
b4,36882082,2023,10.1093/bjsopen/zrac176,PMC9991500,pending,Automatic purse-string suture skill assessment in transanal total mesorectal excision using deep learning-based video analysis.
b4,36874463,2023,10.3389/fsurg.2023.1106177,PMC9981957,pending,"Downsizing of rectal cancer following neoadjuvant radiotherapy (5 × 5 Gy) and long interval surgery evaluated using MRI semiautomated volumetric measurements, a retrospective study."
b4,36853286,2023,10.31557/APJCP.2023.24.2.401,PMC10162625,pending,"Value of Conventional MRI, DCE-MRI, and DWI-MRI in the Discrimination of Metastatic from Non-Metastatic Lymph Nodes in Rectal Cancer: A Systematic Review and Meta-Analysis Study."
b4,36843078,2023,10.1186/s12957-023-02933-x,PMC9969644,pending,Advances in pelvic imaging parameters predicting surgical difficulty in rectal cancer.
b4,36836024,2023,10.3390/jcm12041489,PMC9966470,pending,Post-Surgical Imaging Assessment in Rectal Cancer: Normal Findings and Complications.
b4,36831354,2023,10.3390/cancers15041009,PMC9953931,pending,Online Adaptive MRI-Guided Radiotherapy for Primary Tumor and Lymph Node Boosting in Rectal Cancer.
b4,36831076,2023,10.3390/biomedicines11020540,PMC9953361,pending,Colorectal Cancer (CRC): Investigating the Expression of the Suppressor of Fused (SuFu) Gene and Its Relationship with Several Inflammatory Blood-Based Biomarkers.
b4,36830812,2023,10.3390/biomedicines11020274,PMC9952975,pending,Reappraisal of the Lymphatic Drainage System of the Distal Rectum: Functional Lymphatic Flow into the Presacral Space and Its Clinical Implication in Rectal Cancer Treatment.
b4,36826155,2023,10.3390/curroncol30020194,PMC9955503,pending,Association between Dynamic Contrast-Enhanced MRI Parameters and Prognostic Factors in Patients with Primary Rectal Cancer.
b4,36820708,2023,10.4274/mirt.galenos.2022.53824,PMC9950681,pending,A Rare Hernia Mimicking Implant in a Patient with Rectal Adenocarcinoma: Internal Herniation.
b4,36820009,2023,10.4274/mirt.galenos.2022.94547,PMC9950674,pending,Incidental Detection of Pseudomembranous Colitis Through (18)F-FDG PET/CT During the Restaging of Colorectal Cancer.
b4,36814032,2023,10.1007/s00330-023-09480-9,PMC10394731,pending,MRI assessment of rectal cancer response to neoadjuvant therapy: a multireader study.
b4,36787174,2023,10.1093/bjsopen/zrac168,PMC9927560,pending,"Short-term outcomes of health-related quality of life in patients with locally recurrent rectal cancer: multicentre, international, cross-sectional cohort study."
b4,36768257,2023,10.3390/ijms24031935,PMC9915427,pending,Superiority of [(11)C]methionine over [(18)F]deoxyglucose for PET Imaging of Multiple Cancer Types Due to the Methionine Addiction of Cancer.
b4,36765878,2023,10.3390/cancers15030921,PMC9913523,pending,Integrated Intensified Chemoradiation in the Setting of Total Neoadjuvant Therapy (TNT) in Patients with Locally Advanced Rectal Cancer: A Retrospective Single-Arm Study on Feasibility and Efficacy.
b4,36765348,2023,10.1186/s12935-023-02864-3,PMC9912542,pending,Clinicopathological significance and prognostic role of LAG3 + tumor-infiltrating lymphocytes in colorectal cancer; relationship with sidedness.
b4,36741013,2023,10.3389/fonc.2023.1031581,PMC9890074,pending,MRI VS. FDG-PET for diagnosis of response to neoadjuvant therapy in patients with locally advanced rectal cancer.
b4,36737522,2023,10.1007/s00261-022-03746-4,PMC12285713,pending,Rectal cancer pelvic recurrence: imaging patterns and key concepts to guide treatment planning.
b4,36729506,2023,10.14309/ctg.0000000000000558,PMC9944690,pending,Automated In Vivo High-Resolution Imaging to Detect Human Papillomavirus-Associated Anal Precancer in Persons Living With HIV.
b4,36727777,2023,10.1097/JCMA.0000000000000887,PMC12755438,pending,Radiomic features derived from pretherapeutic MRI predict chemoradiation response in locally advanced rectal cancer.
b4,36719559,2023,10.1007/s12029-022-00906-z,PMC10754735,pending,A Review of Circulating Tumor DNA as a Biomarker Guide for Total Neoadjuvant Therapy in Patients with Locally Advanced Rectal Cancer.
b4,36718357,2023,10.1016/j.phro.2023.100417,PMC9883255,pending,Imaging the tumour microenvironment in rectal cancer: Decline in tumour blood flow during radiotherapy predicts good outcome.
b4,36688017,2023,10.3748/wjg.v29.i3.536,PMC9850934,pending,Magnetic resonance imaging-based deep learning model to predict multiple firings in double-stapled colorectal anastomosis.
b4,36678245,2023,10.3390/nu15020374,PMC9864407,pending,Abdominal Fat Characteristics and Mortality in Rectal Cancer: A Retrospective Study.
b4,36673079,2023,10.3390/diagnostics13020269,PMC9858257,pending,Preoperative Prediction of Microsatellite Instability in Rectal Cancer Using Five Machine Learning Algorithms Based on Multiparametric MRI Radiomics.
b4,36672381,2023,10.3390/cancers15020432,PMC9857080,pending,Radiomics Approaches for the Prediction of Pathological Complete Response after Neoadjuvant Treatment in Locally Advanced Rectal Cancer: Ready for Prime Time?
b4,36652149,2023,10.1186/s13244-022-01348-8,PMC9849549,pending,MRI anatomy of the rectum: key concepts important for rectal cancer staging and treatment planning.
b4,36650498,2023,10.1186/s12885-023-10534-w,PMC9847040,pending,Biparametric magnetic resonance imaging-based radiomics features for prediction of lymphovascular invasion in rectal cancer.
b4,36647027,2023,10.1186/s12885-023-10522-0,PMC9843961,pending,Comparison of CT derived body composition at the thoracic T4 and T12 with lumbar L3 vertebral levels and their utility in patients with rectal cancer.
b4,36635737,2023,10.1186/s40644-022-00514-x,PMC9835251,not_found,Associations of muscle and adipose tissue parameters with long-term outcomes in middle and low rectal cancer: a retrospective cohort study.
b4,36604699,2023,10.1186/s13014-022-02193-1,PMC9817323,pending,Mesorectal motion evaluation in rectal cancer MR-guided radiotherapy: an exploratory study to quantify treatment margins.
b4,36599112,2023,10.1097/DCR.0000000000002623,PMC9931656,pending,"The Use of the Protease Inhibitor, Saquinavir, to Treat Anal Cancer Spheroids Derived From Human Papillomavirus Transgenic Mice."
b4,36538694,2023,10.1097/DCR.0000000000002450,PMC11584182,pending,Limits of Clinical Restaging in Detecting Responders After Neoadjuvant Therapies for Rectal Cancer.
b4,36534496,2023,10.1158/1078-0432.CCR-22-2538,PMC9975664,pending,Metastatic Colorectal Cancer Treatment Response Evaluation by Ultra-Deep Sequencing of Cell-Free DNA and Matched White Blood Cells.
b4,36525395,2023,10.1097/DCR.0000000000002624,PMC10591203,pending,Multiplexed Immunofluorescence Imaging Reveals an Immune-Rich Tumor Microenvironment in Mucinous Rectal Cancer Characterized by Increased Lymphocyte Infiltration and Enhanced Programmed Cell Death Protein 1 Expression.
b4,36471751,2023,10.1016/j.ctro.2022.11.009,PMC9719068,pending,MRI-based radiomics to predict neoadjuvant chemoradiotherapy outcomes in locally advanced rectal cancer: A multicenter study.
b4,36407490,2023,10.1016/j.ctro.2022.10.013,PMC9668658,pending,"BioXmark® liquid fiducials to enable radiotherapy tumor boosting in rectal cancer, a feasibility trial."
b4,36403118,2023,10.1093/jrr/rrac074,PMC9855328,pending,"Comparison of dosimetries of carbon-ion pencil beam scanning, proton pencil beam scanning and volumetric modulated arc therapy for locally recurrent rectal cancer."
b4,36307596,2023,10.1007/s00261-022-03710-2,PMC9905276,not_found,Multiplexed sensitivity-encoding diffusion-weighted imaging (MUSE) in diffusion-weighted imaging for rectal MRI: a quantitative and qualitative analysis at multiple b-values.
b4,36244050,2023,10.1007/s11701-022-01469-8,PMC10076353,pending,Robotic transanal excision of rectal lesions: expert perspective and literature review.
b4,36181547,2023,10.1007/s00192-022-05363-7,PMC11740198,pending,An assessment of urethral radiation exposure in the treatment of endometrial and rectal cancers.
b4,36127416,2023,10.1007/s00259-022-05944-0,PMC9816267,pending,Adaptive Individualized high-dose preoperAtive (AIDA) chemoradiation in high-risk rectal cancer: a phase II trial.
b4,36073323,2023,10.1002/jmri.28426,PMC9851947,pending,Rectal MRI Interpretation After Neoadjuvant Therapy.
b4,36036328,2023,10.1007/s10151-022-02690-1,PMC9807492,pending,Required distal mesorectal resection margin in partial mesorectal excision: a systematic review on distal mesorectal spread.
b4,36028725,2023,10.1007/s00432-022-04305-6,PMC11798157,pending,Technique to match mesorectal lymph nodes imaging findings to histopathology: node-by-node comparison.
b4,35976398,2023,10.1007/s00330-022-09053-2,PMC9889429,pending,"Standard diametric versus volumetric early tumor shrinkage as a predictor of survival in metastatic colorectal cancer: subgroup findings of the randomized, open-label phase III trial FIRE-3 / AIO KRK-0306."
b4,35915202,2023,10.1007/s12029-022-00850-y,PMC9342937,pending,The Prognostic Role of Baseline Eosinophils in HPV-Related Cancers: a Multi-institutional Analysis of Anal SCC and OPC Patients Treated with Radical CT-RT.
b4,35899858,2023,10.1002/cam4.5041,PMC9883536,pending,Development of prediction model of low anterior resection syndrome for colorectal cancer patients after surgery based on machine-learning technique.
b4,35802179,2023,10.1007/s00330-022-08968-0,PMC9755077,pending,Significant improvement after training in the assessment of lateral compartments and short-axis measurements of lateral lymph nodes in rectal cancer.
b4,35771366,2023,10.1245/s10434-022-11914-5,PMC10319655,pending,Relationship Between Baseline Rectal Tumor Length and Magnetic Resonance Tumor Regression Grade Response to Chemoradiotherapy: A Subanalysis of the TRIGGER Feasibility Study.
b4,35766394,2023,10.1097/SLA.0000000000005507,PMC9994840,pending,"Intentional Watch and Wait or Organ Preservation Surgery Following Neoadjuvant Chemoradiotherapy Plus Consolidation CAPEOX for MRI-defined Low-risk Rectal Cancer: Findings From a Prospective Phase 2 Trial (PKUCH-R01 Trial, NCT02860234)."
b4,35718836,2023,10.1007/s10689-022-00299-9,PMC9829596,pending,Potential risks associated with the use of ionizing radiation for imaging and treatment of colorectal cancer in Lynch syndrome patients.
b4,35712999,2023,10.1111/ajco.13795,PMC10084150,pending,A prospective study of diagnostic accuracy of multidisciplinary team and radiology reporting of preoperative colorectal cancer local staging.
b4,35358109,2023,10.1097/DCR.0000000000002295,PMC10185333,not_found,Deep Learning-Based Model for Identifying Tumors in Endoscopic Images From Patients With Locally Advanced Rectal Cancer Treated With Total Neoadjuvant Therapy.
b4,39845590,2022,10.1016/j.sipas.2022.100096,PMC11749183,pending,"How do they measure up: Assessing the height of rectal cancer with digital rectal exam, endoscopy, and MRI(,)."
b4,36661692,2022,10.3390/curroncol30010043,PMC9857771,pending,"Correlation between Lymphocyte-to-Monocyte Ratio (LMR), Neutrophil-to-Lymphocyte Ratio (NLR), Platelet-to-Lymphocyte Ratio (PLR) and Extramural Vascular Invasion (EMVI) in Locally Advanced Rectal Cancer."
b4,36636070,2022,10.21037/jgo-22-942,PMC9830325,pending,Clinical study on risk factors related to postoperative recurrence or metastasis of rectal cancer: a retrospective cohort study.
b4,36620536,2022,10.3389/fonc.2022.1037783,PMC9814115,pending,The reduction of (18)F-FDG uptake ability of tumor tissue after neoadjuvant chemoradiotherapy in locally advanced rectal cancer can effectively reflect the degree of tumor regression.
b4,36612061,2022,10.3390/cancers15010063,PMC9817513,pending,Role of Machine Learning in Precision Oncology: Applications in Gastrointestinal Cancers.
b4,36605115,2022,10.1016/j.jpi.2022.100152,PMC9808016,pending,Development of a method for digital assessment of tumor regression grade in patients with rectal cancer following neoadjuvant therapy.
b4,36578032,2022,10.1186/s13014-022-02182-4,PMC9795765,pending,The safety of an MRI simulation-guided boost after short-course preoperative radiotherapy for unresectable rectal cancer (SUNRISE): interim analysis of a randomized phase II trial.
b4,36569918,2022,10.3389/fimmu.2022.1067036,PMC9772444,pending,Neoadjuvant chemoradiotherapy combined with immunotherapy for locally advanced rectal cancer: A new era for anal preservation.
b4,36568580,2022,10.3389/frai.2022.1059033,PMC9771385,pending,Interpretable machine learning for predicting pathologic complete response in patients treated with chemoradiation therapy for rectal adenocarcinoma.
b4,36556455,2022,10.3390/life12122088,PMC9782080,pending,Implementation of a Commercial Deep Learning-Based Auto Segmentation Software in Radiotherapy: Evaluation of Effectiveness and Impact on Workflow.
b4,36551723,2022,10.3390/cancers14246238,PMC9777013,pending,Associations between Response to Commonly Used Neo-Adjuvant Schedules in Rectal Cancer and Routinely Collected Clinical and Imaging Parameters.
b4,36515673,2022,10.1093/bjsopen/zrac151,PMC9897192,pending,Indocyanine green for radical lymph node dissection in patients with sigmoid and rectal cancer: randomized clinical trial.
b4,36514053,2022,10.1186/s12957-022-02856-z,PMC9746152,pending,Indocyanine green fluorescence imaging during laparoscopic rectal cancer surgery could reduce the incidence of anastomotic leakage: a single institutional retrospective cohort study.
b4,36505889,2022,10.1007/s13167-022-00303-3,PMC9727035,pending,"Radiomics based on readout-segmented echo-planar imaging (RS-EPI) diffusion-weighted imaging (DWI) for prognostic risk stratification of patients with rectal cancer: a two-centre, machine learning study using the framework of predictive, preventive, and personalized medicine."
b4,36474844,2022,,PMC9720580,pending,Watch and wait for Rectal Cancer: A 9 year Experience.
b4,36465793,2022,10.7759/cureus.30949,PMC9712831,pending,"Tomotherapy: Comparison of Hi-ART, Tomo-HD, and Radixact."
b4,36459257,2022,10.1186/s40792-022-01569-5,PMC9718905,pending,Liver metastasis from rectal neuroendocrine neoplasm detected 15 years after primary resection.
