PMID,Year,DOI,PMC,Title,Source,Status,Route,Attempts,LastError,PDFPath
31701309,2019,10.1007/s10916-019-1464-5,,Prediction of Clinical Pathologic Prognostic Factors for Rectal Adenocarcinoma: Volumetric Texture Analysis Based on Apparent Diffusion Coefficient Maps.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31701309.pdf
31740195,2020,10.1016/j.mri.2019.11.009,,Constraints in estimating the proton density fat fraction.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31740195.pdf
31770851,2019,10.3760/cma.j.issn.0253-3766.2019.11.007,,[The value of MR T2WI signal intensity related parameters for predicting pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer].,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
31780392,2020,10.1016/j.acra.2019.10.021,,The Predictive Value of Pre-/Postneoadjuvant Chemoradiotherapy MRI Characteristics for Patient Outcomes in Locally Advanced Rectal Cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31780392.pdf
31786842,2019,,,Comparison of efficacy between natural orifice specimen extraction without abdominal incision and conventional laparoscopic surgery in the treatment of sigmoid colon cancer and upper rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
31789117,2020,10.1177/1553350619890720,,A Decalogue to Avoid Routine Ileostomy in Selected Patients With Border Line Risk to Develop Anastomotic Leakage After Minimally Invasive Low-Anterior Resection: A Pilot Study.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31789117.pdf
31794331,2020,10.1089/lap.2019.0691,,Laparoscopic Posterior Pelvic Exenteration (Complete and Supralevator) for Locally Advanced Adenocarcinoma of the Rectum in Females: Surgical Technique and Short-Term Outcomes.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31794331.pdf
31798332,2019,10.5114/wo.2019.89244,PMC6883969,The effects of rectal cancer surgery on the anatomical localisation of ureters - a prospective observational study.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31798332.pdf
31801316,2020,10.4143/crt.2019.249,PMC7176960,Association of Body Composition with Long-Term Survival in Non-metastatic Rectal Cancer Patients.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
31802217,2020,10.1007/s00464-019-07279-8,,Intraluminal flexible sheath for the protection of low anastomosis after anterior resection: results from a First-In-Human trial on 15 patients.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31802217.pdf
31807525,2019,10.21037/atm.2019.09.127,PMC6861767,Preoperative assessment of lymph node metastasis in clinically node-negative rectal cancer patients based on a nomogram consisting of five clinical factors.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
31822707,2019,10.1038/s41598-019-55059-0,PMC6904447,Rectal Cancer Invasiveness: Whole-Lesion Diffusion-Weighted Imaging (DWI) Histogram Analysis by Comparison of Reduced Field-of-View and Conventional DWI Techniques.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31822707.pdf
31823293,2020,10.1007/s11547-019-01115-8,,Effect of granulocyte colony-stimulating factor on bone marrow: evaluation by intravoxel incoherent motion and dynamic contrast-enhanced magnetic resonance imaging.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31823293.pdf
31829424,2020,10.1093/jjco/hyz192,,Relationship between anastomotic leakage and CT value of the mesorectum in laparoscopic anterior resection for rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31829424.pdf
31842163,2020,10.1097/DCR.0000000000001568,,18F-FDG PET/MRI for Rectal Cancer TNM Restaging After Preoperative Chemoradiotherapy: Initial Experience.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31842163.pdf
31874527,2019,10.3760/cma.j.issn.1671-0274.2019.12.006,,[Short-term clinical efficacy of robotic radical resection for high rectal cancer with transvaginal specimen extraction].,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
31884712,2020,10.1002/nbm.4201,,A novel bayesian approach with conditional autoregressive specification for intravoxel incoherent motion diffusion-weighted MRI.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31884712.pdf
31891748,2020,10.1016/j.mcp.2019.101502,,Multislice spiral CT images combined with CEA and lymphocyte-to-neutrophil ratio predict recurrence and post-operative metastasis of rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31891748.pdf
31939430,2019,10.4103/jcrt.JCRT_76_19,,Value of intravoxel incoherent motion magnetic resonance imaging for differentiating metastatic from nonmetastatic mesorectal lymph nodes with different short-axis diameters in rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
31945621,2020,10.1016/j.anndiagpath.2019.151452,PMC7195850,Clinicopathologic determinants of pathologic treatment response in neoadjuvant treated rectal adenocarcinoma.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31945621.pdf
31955995,2020,10.1016/j.ejso.2019.07.012,,The impact of total neo-adjuvant treatment on nonoperative management in patients with locally advanced rectal cancer: The evaluation of 66 cases.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31955995.pdf
31956546,2020,10.21037/qims.2019.11.17,PMC6960428,Histological grades of rectal cancer: whole-volume histogram analysis of apparent diffusion coefficient based on reduced field-of-view diffusion-weighted imaging.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31956546.pdf
31960434,2020,10.1111/jsap.13104,,Comparison of methods to determine primary tumour size in canine apocrine gland anal sac adenocarcinoma.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31960434.pdf
31982206,2020,10.1016/j.ejso.2020.01.005,,Is watch and wait a safe and effective way to treat rectal cancer in older patients?,50,done,scihub:doi,1,,pdfs_sample\PMID_31982206.pdf
31995474,2020,10.1109/TBME.2020.2969839,PMC8048106,Robust Collaborative Clustering of Subjects and Radiomic Features for Cancer Prognosis.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_31995474.pdf
32010707,2019,10.3389/fsurg.2019.00079,PMC6979275,Controversies in the Management of Lateral Pelvic Lymph Nodes in Patients With Advanced Rectal Cancer: East or West?,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_32010707.pdf
32030912,2021,10.1111/ajco.13305,,Addition of short course radiotherapy in newly diagnosed locally advanced rectal cancers with distant metastasis.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_32030912.pdf
32044531,2020,10.1016/j.radonc.2020.01.020,,Automatic delineation of the clinical target volume and organs at risk by deep learning for rectal cancer postoperative radiotherapy.,50,done,scihub:doi,1,,pdfs_sample\PMID_32044531.pdf
32053808,2020,10.1088/1361-6560/ab7633,,MR to CT synthesis with multicenter data in the pelvic area using a conditional generative adversarial network.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_32053808.pdf
32072254,2020,10.1007/s00330-020-06711-1,,"The added value of pelvic surveillance by MRI during postoperative follow-up of rectal cancer, with a focus on abbreviated MRI.",1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32095872,2020,10.1007/s00384-020-03537-7,,High prevalence of asymptomatic internal hernias after laparoscopic anterior resection in a retrospective analysis of postoperative computed tomography.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_32095872.pdf
32106682,2020,10.1177/0284185120906663,PMC7653401,Rectal cancer staging using MRI: adherence in reporting to evidence-based practice.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32107687,2020,10.1007/s10151-020-02170-4,,A mathematical 3D-method applied to MRI to evaluate prostatic infiltration in advanced rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32113887,2020,10.1016/j.ejso.2020.02.034,,The impact of circumferential tumour location on the clinical outcome of rectal cancer patients managed with neoadjuvant chemoradiotherapy followed by total mesorectal excision.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32121328,2020,10.3390/cancers12030563,PMC7139832,The Determination of Immunomodulation and Its Impact on Survival of Rectal Cancer Patients Depends on the Area Comprising a Tissue Microarray.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32138828,2020,,,Stoma-site hernia after stoma reversal following rectal cancer resection.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32152823,2021,10.1007/s12029-020-00393-0,,Optimal Radiotherapy Dose in Anal Cancer: Trends in Prescription Dose and Association with Survival.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32154585,2020,10.1002/bjs.11471,,"Colonic transit in patients after anterior resection: prospective, comparative study using single-photon emission CT/CT scintigraphy.",1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32157055,2019,,,[Study of Skip Metastasis to Lateral Lymph Nodes in Low Rectal Cancer].,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32173832,2019,,,Predictive factors for histological response to neo-adjuvant treatment in rectal cancers.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32192301,2020,10.3760/cma.j.cn.441530-20200224-00077,,[Interpretation of consensus on the watch and wait strategy in rectal cancer patients after neoadjuvant treatment (2020)].,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32198787,2020,10.1111/codi.15045,,"Robotic transanal minimally invasive surgery - technical, oncological and patient outcomes from a single institution.",1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32216771,2020,10.1186/s12885-020-06761-0,PMC7099769,Risk factor analysis for inaccurate pre-operative MRI staging in rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32234900,2020,10.21873/anticanres.14166,,Predicting Difficult Laparoscopic Total Mesorectal Excision for Locally-advanced Mid-low Rectal Cancer: The EuMaRCS Score Validation.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32234911,2020,10.21873/anticanres.14177,,Nomogram for Predicting the Pathological Tumor Response from Pre-treatment Clinical Characteristics in Rectal Cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32239978,2020,10.1200/EDBK_279871,,Controversies in Rectal Cancer Treatment and Management.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32247689,2020,10.1016/j.canrad.2020.02.009,,Positron-emission tomography-guided radiation therapy: Ongoing projects and future hopes.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32306605,2020,10.3760/cma.j.cn.441530-20190725-00289,,[Short-term efficacy of robotic-assisted total mesorectal excision with and without lateral lymph node dissection for mid-low advanced rectal cancer: a propensity score matching analysis].,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32319859,2020,10.1148/radiol.2020200417,,Using Deep Learning for MRI to Identify Responders to Chemoradiotherapy in Rectal Cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32328461,2020,10.3389/fonc.2020.00459,PMC7160694,Preoperative Prediction of Extramural Venous Invasion in Rectal Cancer: Comparison of the Diagnostic Efficacy of Radiomics Models and Quantitative Dynamic Contrast-Enhanced Magnetic Resonance Imaging.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32336000,2020,10.1111/codi.15080,,Clinical management of 52 consecutive retro-rectal tumours treated at a tertiary referral centre.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32339781,2020,10.1016/j.radonc.2020.03.046,,Predicting poor response to neoadjuvant chemoradiotherapy for locally advanced rectal cancer: Model constructed using pre-treatment MRI features of structured report template.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32342670,2020,10.1002/bjs5.50292,PMC7397373,Prediction of surgical difficulty in minimally invasive surgery for rectal cancer by use of MRI pelvimetry.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32355671,2020,10.1159/000500730,PMC7184829,Comparison of Changes in Disease-Free and Overall Survival of Resectable Rectal Adenocarcinoma between 2010 and 2015.,both,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,pdfs_sample\PMID_32355671.pdf
32363115,2020,10.1080/2162402X.2020.1746149,PMC7185207,Regulatory T cells and cytotoxic T cells close to the epithelial-stromal interface are associated with a favorable prognosis.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32386109,2020,10.1111/1754-9485.13044,,CT-based radiomic features to predict pathological response in rectal cancer: A retrospective cohort study.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32387305,2020,10.1016/j.clcc.2020.04.002,,The Effects of Neoadjuvant Treatment on the Tumor Microenvironment in Rectal Cancer: Implications for Immune Activation and Therapy Response.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32410082,2021,10.1007/s00464-020-07617-1,,Impact of pelvic dimensions on anastomotic leak after anterior resection for patients with rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32416279,2020,10.1016/j.radonc.2020.05.005,,Dose prediction using a deep neural network for accelerated planning of rectal cancer radiotherapy.,50,done,scihub:doi,1,,pdfs_sample\PMID_32416279.pdf
32417346,2020,10.1016/j.radonc.2020.05.019,,Predicting pathological response after radio-chemotherapy for rectal cancer: Impact of late oxaliplatin administration.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32417349,2020,10.1016/j.radonc.2020.05.018,,Patterns of inguinal lymph node metastases in anal canal cancer and recommendations for elective clinical target volume (CTV) delineation.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32424463,2020,10.1007/s00117-020-00661-x,,Hybrid imaging of the abdomen and pelvis.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32487684,2020,10.1136/ijgc-2020-001363,,Radiologic Assessment of Groin Lymph Nodes in Pelvic Malignancies.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32519956,2020,10.5152/tjg.2020.19225,PMC7289170,Prognostic significance of early complete response in patients with locally advanced rectal cancer undergoing preoperative chemoradiotherapy: Multicentric study of Turkish Society for Radiation Oncology Group (TROD).,50,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32520954,2020,10.1371/journal.pone.0234310,PMC7286508,Analysis of influencing factors of no/low response to preoperative concurrent chemoradiotherapy in locally advanced rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32522084,2020,10.1089/lap.2020.0093,,Short Term Postoperative and Oncological Outcomes of Two-Dimensional Versus Three-Dimensional Laparoscopic Transanal Total Mesorectal Excision of Rectal Cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32548618,2020,10.1093/jrr/rraa038,PMC7336818,Linac-based fractionated stereotactic radiotherapy with a micro-multileaf collimator for large brain metastasis unsuitable for surgical resection.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32551030,2020,10.4240/wjgs.v12.i5.247,PMC7289645,Management of synchronous lateral pelvic nodal metastasis in rectal cancer in the era of neoadjuvant chemoradiation: A systemic review.,50,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32557898,2020,10.1002/jmri.27265,,"Editorial for ""Comparative Analysis of Amide Proton Transfer MRI and Diffusion-Weighted Imaging in Assessing p53 and Ki-67 Expression of Rectal Adenocarcinoma"".",1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32561971,2021,10.1007/s00259-020-04911-x,,Diagnostic accuracy of FDG-PET/MRI versus pelvic MRI and thoracic and abdominal CT for detecting synchronous distant metastases in rectal cancer patients.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32575082,2020,10.1088/1361-6560/ab9f61,,Standardization of CT radiomics features for multi-center analysis: impact of software settings and parameters.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32623536,2020,10.1007/s10151-020-02274-x,,The role of MRI pelvimetry in predicting technical difficulty and outcomes of open and minimally invasive total mesorectal excision: a systematic review.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32624161,2020,10.1016/j.mric.2020.03.009,,MR Imaging Texture Analysis in the Abdomen and Pelvis.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32639566,2020,10.1001/jamanetworkopen.2020.8522,PMC7344384,Association of Image-Guided Navigation With Complete Resection Rate in Patients With Locally Advanced Primary and Recurrent Rectal Cancer: A Nonrandomized Controlled Trial.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32654177,2020,10.1002/jso.26111,PMC7689834,Effect of understaging on local recurrence of rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32655115,2020,10.11405/nisshoshi.117.552,,[Imaging of rectal cancer].,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32661298,2021,10.1038/s41379-020-0619-8,,Intratumoral budding and automated CD8-positive T-cell density in pretreatment biopsies can predict response to neoadjuvant therapy in rectal adenocarcinoma.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32662098,2021,10.1111/ases.12841,,"Preventing anastomotic leakage after laparoscopic intersphincteric resection without a diverting stoma: ""pull-through/reborn"".",1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32669377,2020,10.1158/1078-0432.CCR-20-0337,,A Diagnostic Biopsy-Adapted Immunoscore Predicts Response to Neoadjuvant Treatment and Selects Patients with Rectal Cancer Eligible for a Watch-and-Wait Strategy.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32690604,2021,10.1136/gutjnl-2019-319866,PMC7873419,Image-based consensus molecular subtype (imCMS) classification of colorectal cancer using deep learning.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32691110,2021,10.1007/s00261-020-02654-9,,How to accurately measure the distance from the anal verge to rectal cancer on MRI: a prospective study using anal verge markers.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32712044,2021,10.1016/j.asjsur.2020.07.001,,Accuracy of high-resolution rectal magnetic resonance imaging re-staging with histopathology in locally advanced rectal cancer after neoadjuvant chemoradiotherapy.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32738130,2020,10.2478/raon-2020-0043,PMC7585344,"Influence of concurrent capecitabine based chemoradiotherapy with bevacizumab on the survival rate, late toxicity and health-related quality of life in locally advanced rectal cancer: a prospective phase II CRAB trial.",1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32758641,2020,10.1016/j.ijrobp.2020.07.2323,,External Validation of Early Regression Index (ERI(TCP)) as Predictor of Pathologic Complete Response in Rectal Cancer Using Magnetic Resonance-Guided Radiation Therapy.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32761428,2020,10.1245/s10434-020-08978-6,,Radiomics for Diagnosing Lateral Pelvic Lymph Nodes in Rectal Cancer: Artificial Intelligence Enabling Precision Medicine?,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32763060,2020,10.1016/j.acra.2020.06.037,,Utilization of Pelvic MRI for Nodal Staging in Rectal Cancer Staging.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32768009,2020,10.1053/j.semnuclmed.2020.04.003,,Molecular Imaging and Therapy of Colorectal and Anal Cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32793726,2020,10.21037/atm-20-5102,PMC7396747,Quantitative CT measurement of left colonic and pelvic mesenteric adipose volume in radiation proctitis.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32794029,2020,10.1245/s10434-020-09018-z,,Prognostic Significance of Neoadjuvant Rectal Scores in Preoperative Short-Course Radiotherapy and Long-Course Concurrent Chemoradiotherapy for Patients with Locally Advanced Rectal Cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32810348,2020,10.1111/codi.15319,,Novel use of the Bakri balloon to minimize empty pelvis syndrome following laparoscopic total pelvic exenteration.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32829150,2020,10.1016/j.clinimag.2020.08.005,,Diffusion tensor imaging of rectal carcinoma: Clinical evaluation and its correlation with histopathological findings.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32830799,2020,10.1188/20.ONF.557-566,PMC7793555,Skeletal Muscle Mass Loss During Cancer Treatment: Differences by Race and Cancer Site.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32842428,2020,10.3760/cma.j.cn.441530-20190406-00149,,[Analysis on clinical factors affecting transrectal natural orifice specimen extraction in rectal cancer surgery].,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32848330,2020,10.3748/wjg.v26.i29.4218,PMC7422545,Watch and wait approach in rectal cancer: Current controversies and future directions.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32854730,2020,10.1186/s13014-020-01648-7,PMC7453535,Multicentre clinical radiotherapy audit in rectal cancer: results of the IROCA project.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32855399,2020,10.1038/s41467-020-18162-9,PMC7452897,Predicting distant metastasis and chemotherapy benefit in locally advanced rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32866283,2020,10.1002/bjs.12027,,Improving initial nodal staging of T3 rectal cancer using quantitative image features.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32870349,2021,10.1007/s00261-020-02710-4,,Pretreatment MR-based radiomics nomogram as potential imaging biomarker for individualized assessment of perineural invasion status in rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32873308,2020,10.1186/s13014-020-01650-z,PMC7466827,Evaluation of small bowel motion and feasibility of using the peritoneal space to replace bowel loops for dose constraints during intensity-modulated radiotherapy for rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32877210,2020,10.1259/bjr.20200543,PMC7548370,Manual and semi-automated delineation of locally advanced rectal cancer subvolumes with diffusion-weighted MRI.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32884036,2020,10.1038/s41598-020-71577-8,PMC7471696,Impact of sentinel lymph-node biopsy and FDG-PET in staging and radiation treatment of anal cancer patients.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32885328,2021,10.1007/s10151-020-02335-1,,Assessment of intraoperative use of indocyanine green fluorescence imaging on the incidence of anastomotic leakage after rectal cancer surgery: a PRISMA-compliant systematic review and meta-analysis.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32889250,2020,10.1016/j.suronc.2020.08.013,,Lateral lymph node and its association with distant recurrence in rectal cancer: A clue of systemic disease.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32890612,2020,10.1016/j.radonc.2020.08.028,,"Magnetic resonance imaging tumor response score (mrTRS) predicts therapeutic effect and prognosis of locally advanced rectal cancer after neoadjuvant chemoradiotherapy: A prospective, multi-center study.",1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32892128,2021,10.1016/j.jss.2020.08.003,,Selecting Image-Guided Surgical Technologies in Oncology: A Surgeon's Perspective.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32898334,2020,10.1002/ctm2.159,PMC7507021,Artificial intelligence-based 5-year survival prediction and prognosis of DNp73 expression in rectal cancer patients.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32926212,2021,10.1007/s00261-020-02718-w,PMC7946648,Does microenema administration improve the quality of DWI sequences in rectal MRI?,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32940753,2021,10.1007/s00261-020-02757-3,PMC7946652,Measurement of rectal tumor height from the anal verge on MRI: a comparison of internal versus external anal sphincter.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32969877,2020,10.1097/DCR.0000000000001791,,Diagnosis and Treatment of Anal Squamous Cell Carcinoma.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32976875,2021,10.1016/j.radonc.2020.09.024,,Online adaptive MR-guided radiotherapy for rectal cancer; feasibility of the workflow on a 1.5T MR-linac: clinical implementation and initial experience.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
32996713,2020,10.1002/bjs5.50355,PMC8370463,Tumour growth rate of carcinoma of the colon and rectum: retrospective cohort study.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
33002647,2021,10.1016/j.prro.2020.09.009,,Long-Term Results of a Prospective Phase 2 Study on Volume De-Escalation in Neoadjuvant Chemoradiotherapy of Rectal Cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
33006704,2020,10.1186/s40792-020-00988-6,PMC7532260,Four cases of laparoscopic colectomy for sigmoid colon and rectal cancer with persistent descending mesocolon.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
33023215,2020,10.3390/diagnostics10100780,PMC7601888,The Elevated Pre-Treatment C-Reactive Protein Predicts Poor Prognosis in Patients with Locally Advanced Rectal Cancer Treated with Neo-Adjuvant Radiochemotherapy.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
33036648,2020,10.1186/s13104-020-05327-4,PMC7547447,Radiological staging of rectal cancer in a resource limited setting.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
33038847,2020,10.1016/j.suronc.2020.09.021,,Lateral pelvic lymph node dissection in the management of locally advanced low rectal cancer: Summary of the current evidence.,50,done,scihub:doi,1,,pdfs_sample\PMID_33038847.pdf
33083648,2020,10.1016/j.adro.2020.05.004,PMC7557137,Clinical Implementation of Preoperative Short-Course Pencil Beam Scanning Proton Therapy for Patients With Rectal Cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
33102603,2020,10.1155/2020/9842732,PMC7576357,Magnetic Resonance of Rectal Cancer Response to Therapy: An Image Quality Comparison between 3.0 and 1.5 Tesla.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
33108881,2020,10.14735/amko2020362,,New trends in neoadjuvant therapy of locally advanced rectal cancer from a surgeons perspective - a commentary.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
33120239,2020,10.1016/j.ejrad.2020.109345,,Correlation of the tumour-stroma ratio with diffusion weighted MRI in rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
33150976,2021,10.1111/jgh.15333,,Nomogram for predicting the feasibility of natural orifice specimen extraction after laparoscopic rectal resection.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
33153929,2021,10.1016/j.dld.2020.10.012,,Comparison of 18FDG-PET/CT and conventional follow-up methods in colorectal cancer: A randomised prospective study.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
33154671,2020,10.2147/CMAR.S270727,PMC7608140,Diameter of Superior Rectal Vein - CT Predictor of KRAS Mutation in Rectal Carcinoma.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
33162318,2021,10.1016/j.acra.2020.09.024,,MRI-Based Radiomics of Rectal Cancer: Assessment of the Local Recurrence at the Site of Anastomosis.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
33180166,2021,10.1007/s00330-020-07403-6,,Multiparametric MRI-based radiomics signature for preoperative estimation of tumor-stroma ratio in rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
33189492,2021,10.1016/j.ejso.2020.10.038,,Indications for neoadjuvant treatment based on risk factors for poor prognosis before and after neoadjuvant chemotherapy alone in patients with locally advanced rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
