PMID,SourceRoute,License,LicenseStatus
38901989,,unverified,unverified
38901993,,unverified,unverified
38902675,europepmc:pdf,unverified,unverified
38904510,,unverified,unverified
38907597,,unverified,unverified
38911065,europepmc:pdf,unverified,unverified
38914889,,unverified,unverified
38914890,,unverified,unverified
38922456,europepmc:pdf,unverified,unverified
38922517,europepmc:pdf,unverified,unverified
38923236,europepmc:pdf,unverified,unverified
38925106,,unverified,unverified
38926205,scihub:title,unverified,unverified
38927993,europepmc:pdf,unverified,unverified
38935817,scihub:title,unverified,unverified
38936973,,unverified,unverified
38937278,scihub:title,unverified,unverified
38956690,europepmc:pdf,unverified,unverified
38964939,,unverified,unverified
38965146,,unverified,unverified
38972182,scihub:title,unverified,unverified
38974246,scihub:title,unverified,unverified
38977538,scihub:title,unverified,unverified
38981746,,unverified,unverified
38982452,europepmc:pdf,unverified,unverified
38983318,europepmc:pdf,unverified,unverified
38983331,europepmc:pdf,unverified,unverified
38983364,europepmc:pdf,unverified,unverified
38986769,,unverified,unverified
38989415,europepmc:pdf,unverified,unverified
38992110,,unverified,unverified
38996164,europepmc:pdf,unverified,unverified
38996696,,unverified,unverified
39001253,europepmc:pdf,unverified,unverified
39001350,europepmc:pdf,unverified,unverified
39001926,europepmc:pdf,unverified,unverified
39003668,,unverified,unverified
39006757,europepmc:pdf,unverified,unverified
39008436,europepmc:pdf,unverified,unverified
39013271,,unverified,unverified
39013324,europepmc:pdf,unverified,unverified
39016280,scihub:title,unverified,unverified
39017754,scihub:title,unverified,unverified
39017760,scihub:title,unverified,unverified
39017934,,unverified,unverified
39018008,,unverified,unverified
39022292,europepmc:pdf,unverified,unverified
39023410,,unverified,unverified
39028047,,unverified,unverified
39031928,,unverified,unverified
39040451,scihub:title,unverified,unverified
39043176,,unverified,unverified
39044838,scihub:title,unverified,unverified
39046433,europepmc:pdf,unverified,unverified
39046482,,unverified,unverified
39046997,europepmc:pdf,unverified,unverified
39050261,europepmc:pdf,unverified,unverified
39054479,europepmc:pdf,unverified,unverified
39067745,,unverified,unverified
39071468,europepmc:pdf,unverified,unverified
39073521,,unverified,unverified
39073558,europepmc:pdf,unverified,unverified
39073608,europepmc:pdf,unverified,unverified
39077765,,unverified,unverified
39083705,europepmc:pdf,unverified,unverified
39085490,europepmc:pdf,unverified,unverified
39087899,europepmc:pdf,unverified,unverified
39093110,,unverified,unverified
39094853,,unverified,unverified
39097960,,unverified,unverified
39099685,scihub:title,unverified,unverified
39102159,scihub:title,unverified,unverified
39103772,europepmc:pdf,unverified,unverified
39105515,,unverified,unverified
39108316,europepmc:pdf,unverified,unverified
39108362,europepmc:pdf,unverified,unverified
39116386,,unverified,unverified
39120825,europepmc:pdf,unverified,unverified
39122242,,unverified,unverified
39122854,,unverified,unverified
39126876,europepmc:pdf,unverified,unverified
39133330,europepmc:pdf,unverified,unverified
39136568,,unverified,unverified
39143248,,unverified,unverified
39144004,europepmc:pdf,unverified,unverified
39144273,europepmc:pdf,unverified,unverified
39145809,,unverified,unverified
39147885,europepmc:pdf,unverified,unverified
39148247,,unverified,unverified
39148409,europepmc:pdf,unverified,unverified
39148902,europepmc:pdf,unverified,unverified
39151436,,unverified,unverified
39152230,,unverified,unverified
39156701,europepmc:pdf,unverified,unverified
39161384,europepmc:pdf,unverified,unverified
39164597,europepmc:pdf,unverified,unverified
39169173,europepmc:pdf,unverified,unverified
39169198,,unverified,unverified
39169941,europepmc:pdf,unverified,unverified
39174361,,unverified,unverified
39174708,,unverified,unverified
39180940,europepmc:pdf,unverified,unverified
39186079,,unverified,unverified
39186173,europepmc:pdf,unverified,unverified
39189908,,unverified,unverified
39189910,,unverified,unverified
39191564,,unverified,unverified
39195303,europepmc:pdf,unverified,unverified
39196341,,unverified,unverified
39196580,scihub:title,unverified,unverified
39202192,scihub:title,unverified,unverified
39205431,,unverified,unverified
39207517,,unverified,unverified
39212481,,unverified,unverified
39213693,,unverified,unverified
39216825,,unverified,unverified
39217971,scihub:title,unverified,unverified
39218934,europepmc:pdf,unverified,unverified
39222746,,unverified,unverified
39225603,scihub:title,unverified,unverified
39225609,,unverified,unverified
39228061,europepmc:pdf,unverified,unverified
39229550,scihub:title,unverified,unverified
39229569,scihub:title,unverified,unverified
39233560,europepmc:pdf,unverified,unverified
39235834,europepmc:pdf,unverified,unverified
39237837,europepmc:pdf,unverified,unverified
39240387,,unverified,unverified
39242031,,unverified,unverified
39254710,europepmc:pdf,unverified,unverified
39255675,,unverified,unverified
39256225,,unverified,unverified
39260162,europepmc:pdf,unverified,unverified
39260428,,unverified,unverified
39264626,scihub:title,unverified,unverified
39266351,,unverified,unverified
39266493,,unverified,unverified
39267085,europepmc:pdf,unverified,unverified
39270767,,unverified,unverified
39271380,,unverified,unverified
39272969,europepmc:pdf,unverified,unverified
39276193,,unverified,unverified
39276267,europepmc:pdf,unverified,unverified
39279931,scihub:title,unverified,unverified
39279945,scihub:title,unverified,unverified
39286771,europepmc:pdf,unverified,unverified
39289097,,unverified,unverified
39290702,europepmc:pdf,unverified,unverified
39292276,europepmc:pdf,unverified,unverified
39295076,,unverified,unverified
39295560,europepmc:pdf,unverified,unverified
39296093,europepmc:pdf,unverified,unverified
39297948,europepmc:pdf,unverified,unverified
39298684,,unverified,unverified
39304726,europepmc:pdf,unverified,unverified
39307677,,unverified,unverified
39309916,europepmc:pdf,unverified,unverified
39310024,europepmc:pdf,unverified,unverified
39310435,europepmc:pdf,unverified,unverified
39312477,europepmc:pdf,unverified,unverified
39315283,europepmc:pdf,unverified,unverified
39317986,,unverified,unverified
39319094,europepmc:pdf,unverified,unverified
39319400,europepmc:pdf,unverified,unverified
39320354,europepmc:pdf,unverified,unverified
39326305,,unverified,unverified
39330748,europepmc:pdf,unverified,unverified
39330757,europepmc:pdf,unverified,unverified
39333450,europepmc:pdf,unverified,unverified
39333910,europepmc:pdf,unverified,unverified
39342580,scihub:title,unverified,unverified
39347960,,unverified,unverified
39353648,,unverified,unverified
39356487,,unverified,unverified
39360080,europepmc:pdf,unverified,unverified
39361507,europepmc:pdf,unverified,unverified
39362481,,unverified,unverified
39363582,europepmc:pdf,unverified,unverified
39367333,europepmc:pdf,unverified,unverified
39368416,europepmc:pdf,unverified,unverified
39368440,,unverified,unverified
39368441,,unverified,unverified
39379733,europepmc:pdf,unverified,unverified
39382537,,unverified,unverified
39385125,europepmc:pdf,unverified,unverified
39385951,europepmc:pdf,unverified,unverified
39387519,europepmc:pdf,unverified,unverified
39391230,europepmc:pdf,unverified,unverified
39395044,,unverified,unverified
39395242,,unverified,unverified
39396169,,unverified,unverified
39402893,,unverified,unverified
39407949,europepmc:pdf,unverified,unverified
39409972,scihub:title,unverified,unverified
39414276,scihub:title,unverified,unverified
39416464,scihub:title,unverified,unverified
39417417,,unverified,unverified
39420570,,unverified,unverified
39423471,,unverified,unverified
39426846,,unverified,unverified
39427077,europepmc:pdf,unverified,unverified
39428233,,unverified,unverified
39429593,europepmc:pdf,unverified,unverified
39432017,,unverified,unverified
39432882,,unverified,unverified
39437587,,unverified,unverified
39438175,,unverified,unverified
39439084,,unverified,unverified
39445020,europepmc:pdf,unverified,unverified
39446274,europepmc:pdf,unverified,unverified
39448917,europepmc:pdf,unverified,unverified
39449908,europepmc:pdf,unverified,unverified
39452890,europepmc:pdf,unverified,unverified
39454478,,unverified,unverified
39455450,,unverified,unverified
39457591,europepmc:pdf,unverified,unverified
39459393,europepmc:pdf,unverified,unverified
39459582,europepmc:pdf,unverified,unverified
39467147,europepmc:pdf,unverified,unverified
39467396,europepmc:pdf,unverified,unverified
39471550,,unverified,unverified
39473710,europepmc:pdf,unverified,unverified
39477414,europepmc:pdf,unverified,unverified
39489099,,unverified,unverified
39496237,scihub:title,unverified,unverified
39500798,,unverified,unverified
39502605,europepmc:pdf,unverified,unverified
39503190,europepmc:pdf,unverified,unverified
39503552,,unverified,unverified
39503554,,unverified,unverified
39504641,,unverified,unverified
39504888,,unverified,unverified
39506775,europepmc:pdf,unverified,unverified
39512305,europepmc:pdf,unverified,unverified
39517321,europepmc:pdf,unverified,unverified
39524896,scihub:title,unverified,unverified
39527151,scihub:title,unverified,unverified
39527162,europepmc:pdf,unverified,unverified
39527827,,unverified,unverified
39532765,,unverified,unverified
39535872,europepmc:pdf,unverified,unverified
39539035,europepmc:pdf,unverified,unverified
39543453,europepmc:pdf,unverified,unverified
39547765,,unverified,unverified
39547767,,unverified,unverified
39547772,,unverified,unverified
39549385,,unverified,unverified
39549388,,unverified,unverified
39551959,,unverified,unverified
39554568,europepmc:pdf,unverified,unverified
39554571,europepmc:pdf,unverified,unverified
39555343,europepmc:pdf,unverified,unverified
39555373,europepmc:pdf,unverified,unverified
39558950,europepmc:pdf,unverified,unverified
39559414,europepmc:pdf,unverified,unverified
39559486,scihub:title,unverified,unverified
39562260,,unverified,unverified
39564909,,unverified,unverified
39566088,scihub:title,unverified,unverified
39572473,,unverified,unverified
39577038,,unverified,unverified
39579393,,unverified,unverified
39584762,,unverified,unverified
39585380,,unverified,unverified
39591940,,unverified,unverified
39594237,scihub:title,unverified,unverified
39598095,scihub:title,unverified,unverified
39601410,,unverified,unverified
39604448,scihub:title,unverified,unverified
39606126,scihub:title,unverified,unverified
39610155,,unverified,unverified
39611734,europepmc:pdf,unverified,unverified
39619420,europepmc:pdf,unverified,unverified
39623065,,unverified,unverified
39630198,,unverified,unverified
39630199,europepmc:pdf,unverified,unverified
39635915,europepmc:pdf,unverified,unverified
39635974,europepmc:pdf,unverified,unverified
39638641,,unverified,unverified
39641247,europepmc:pdf,unverified,unverified
39645641,europepmc:pdf,unverified,unverified
39648255,europepmc:pdf,unverified,unverified
39654094,europepmc:pdf,unverified,unverified
39658515,,unverified,unverified
39663320,europepmc:pdf,unverified,unverified
39664184,scihub:title,unverified,unverified
39668711,europepmc:pdf,unverified,unverified
39675574,,unverified,unverified
39677990,europepmc:pdf,unverified,unverified
39678786,europepmc:pdf,unverified,unverified
39679608,,unverified,unverified
39682232,europepmc:pdf,unverified,unverified
39685473,europepmc:pdf,unverified,unverified
39685841,europepmc:pdf,unverified,unverified
39695561,europepmc:pdf,unverified,unverified
39696090,europepmc:pdf,unverified,unverified
39697979,europepmc:pdf,unverified,unverified
39698657,europepmc:pdf,unverified,unverified
39698686,europepmc:pdf,unverified,unverified
39699826,europepmc:pdf,unverified,unverified
39705910,,unverified,unverified
39709892,,unverified,unverified
39710706,europepmc:pdf,unverified,unverified
39713712,europepmc:pdf,unverified,unverified
39714041,europepmc:pdf,unverified,unverified
39725903,europepmc:pdf,unverified,unverified
39732129,,unverified,unverified
39733055,europepmc:pdf,unverified,unverified
39733152,europepmc:pdf,unverified,unverified
39737148,europepmc:pdf,unverified,unverified
39737819,,unverified,unverified
39738048,europepmc:pdf,unverified,unverified
39740842,,unverified,unverified
39741022,,unverified,unverified
39741788,europepmc:pdf,unverified,unverified
39751869,,unverified,unverified
39753055,,unverified,unverified
39753930,europepmc:pdf,unverified,unverified
39757340,europepmc:pdf,unverified,unverified
39759129,europepmc:pdf,unverified,unverified
39761919,,unverified,unverified
39768239,europepmc:pdf,unverified,unverified
39770899,europepmc:pdf,unverified,unverified
39772798,,unverified,unverified
39778879,europepmc:pdf,unverified,unverified
39781586,,unverified,unverified
39789280,,unverified,unverified
39790821,europepmc:pdf,unverified,unverified
39797981,,unverified,unverified
39799548,,unverified,unverified
39807414,europepmc:pdf,unverified,unverified
39808201,europepmc:pdf,unverified,unverified
39809603,,unverified,unverified
39817139,scihub:title,unverified,unverified
39821543,europepmc:pdf,unverified,unverified
39826985,,unverified,unverified
39833443,europepmc:pdf,unverified,unverified
39834127,europepmc:pdf,unverified,unverified
39835527,europepmc:pdf,unverified,unverified
39836274,europepmc:pdf,unverified,unverified
39838092,europepmc:pdf,unverified,unverified
39839029,europepmc:pdf,unverified,unverified
39839519,europepmc:pdf,unverified,unverified
39839524,europepmc:pdf,unverified,unverified
39840208,europepmc:pdf,unverified,unverified
39841228,,unverified,unverified
39845326,europepmc:pdf,unverified,unverified
39845590,europepmc:pdf,unverified,unverified
39847175,,unverified,unverified
39847224,,unverified,unverified
39847226,,unverified,unverified
39858112,scihub:title,unverified,unverified
39859149,scihub:title,unverified,unverified
39863805,,unverified,unverified
39864243,scihub:title,unverified,unverified
39867726,scihub:title,unverified,unverified
39872765,scihub:title,unverified,unverified
39872767,scihub:title,unverified,unverified
39872776,scihub:title,unverified,unverified
39872795,scihub:title,unverified,unverified
39874930,,unverified,unverified
39885139,europepmc:pdf,unverified,unverified
39889974,,unverified,unverified
39893822,,unverified,unverified
39896183,europepmc:pdf,unverified,unverified
39907722,europepmc:pdf,unverified,unverified
39908966,europepmc:pdf,unverified,unverified
39914800,,unverified,unverified
39914910,,unverified,unverified
39915981,,unverified,unverified
39918199,,unverified,unverified
39920528,,unverified,unverified
39921167,,unverified,unverified
39921716,,unverified,unverified
39923594,europepmc:pdf,unverified,unverified
39924571,europepmc:pdf,unverified,unverified
39924589,europepmc:pdf,unverified,unverified
39932551,,unverified,unverified
39939420,,unverified,unverified
39939705,europepmc:pdf,unverified,unverified
39939805,europepmc:pdf,unverified,unverified
39941583,europepmc:pdf,unverified,unverified
39941713,europepmc:pdf,unverified,unverified
39945868,europepmc:pdf,unverified,unverified
39949126,,unverified,unverified
39951169,europepmc:pdf,unverified,unverified
39951928,europepmc:pdf,unverified,unverified
39953497,europepmc:pdf,unverified,unverified
39954064,,unverified,unverified
39955254,,unverified,unverified
39957711,,unverified,unverified
39958549,europepmc:pdf,unverified,unverified
39959143,europepmc:pdf,unverified,unverified
39960557,europepmc:pdf,unverified,unverified
39960895,europepmc:pdf,unverified,unverified
39963619,europepmc:pdf,unverified,unverified
39965007,europepmc:pdf,unverified,unverified
39965094,europepmc:pdf,unverified,unverified
39966198,europepmc:pdf,unverified,unverified
39967347,europepmc:pdf,unverified,unverified
39970545,,unverified,unverified
39971233,,unverified,unverified
39971551,,unverified,unverified
39972078,europepmc:pdf,unverified,unverified
39976552,europepmc:pdf,unverified,unverified
39977592,,unverified,unverified
39980546,europepmc:pdf,unverified,unverified
39982548,europepmc:pdf,unverified,unverified
39986704,europepmc:pdf,unverified,unverified
39988512,,unverified,unverified
39988912,,unverified,unverified
39997331,europepmc:pdf,unverified,unverified
40000455,,unverified,unverified
40004765,europepmc:pdf,unverified,unverified
40009088,,unverified,unverified
40010852,scihub:title,unverified,unverified
40010977,scihub:title,unverified,unverified
40011277,,unverified,unverified
40016002,,unverified,unverified
40023252,,unverified,unverified
40031376,scihub:title,unverified,unverified
40038019,,unverified,unverified
40043596,,unverified,unverified
40044546,,unverified,unverified
40045072,scihub:title,unverified,unverified
40046530,scihub:title,unverified,unverified
40048019,,unverified,unverified
40049747,,unverified,unverified
40050297,scihub:title,unverified,unverified
40050741,scihub:title,unverified,unverified
40053051,,unverified,unverified
40055057,,unverified,unverified
40056208,,unverified,unverified
40059606,,unverified,unverified
40060343,europepmc:pdf,unverified,unverified
40061986,europepmc:pdf,unverified,unverified
40062323,europepmc:pdf,unverified,unverified
40070157,,unverified,unverified
40075413,europepmc:pdf,unverified,unverified
40075659,europepmc:pdf,unverified,unverified
40075693,europepmc:pdf,unverified,unverified
40075707,europepmc:pdf,unverified,unverified
40075876,europepmc:pdf,unverified,unverified
40080437,,unverified,unverified
40085244,europepmc:pdf,unverified,unverified
40087634,europepmc:pdf,unverified,unverified
40088728,,unverified,unverified
40088853,,unverified,unverified
40090419,,unverified,unverified
40095014,scihub:title,unverified,unverified
40095215,scihub:title,unverified,unverified
40098743,europepmc:pdf,unverified,unverified
40100473,europepmc:pdf,unverified,unverified
40104214,europepmc:pdf,unverified,unverified
40104506,europepmc:pdf,unverified,unverified
40106891,,unverified,unverified
40118708,,unverified,unverified
40120019,europepmc:pdf,unverified,unverified
40120024,europepmc:pdf,unverified,unverified
40123773,europepmc:pdf,unverified,unverified
40129922,europepmc:pdf,unverified,unverified
40131490,europepmc:pdf,unverified,unverified
40132000,europepmc:pdf,unverified,unverified
40133439,,unverified,unverified
40142294,europepmc:pdf,unverified,unverified
40142717,europepmc:pdf,unverified,unverified
40143884,europepmc:pdf,unverified,unverified
40149300,europepmc:pdf,unverified,unverified
40149327,europepmc:pdf,unverified,unverified
40149384,europepmc:pdf,unverified,unverified
40160648,europepmc:pdf,unverified,unverified
40160674,europepmc:pdf,unverified,unverified
40162391,europepmc:pdf,unverified,unverified
40167646,,unverified,unverified
40167768,,unverified,unverified
40169495,europepmc:pdf,unverified,unverified
40172669,,unverified,unverified
40175671,europepmc:pdf,unverified,unverified
40175802,europepmc:pdf,unverified,unverified
40176593,,unverified,unverified
40177244,europepmc:pdf,unverified,unverified
40188667,,unverified,unverified
40189977,,unverified,unverified
40192820,europepmc:pdf,unverified,unverified
40203847,europepmc:pdf,unverified,unverified
40204586,,unverified,unverified
40204621,,unverified,unverified
40204902,europepmc:pdf,unverified,unverified
40209514,,unverified,unverified
40209856,,unverified,unverified
40218263,europepmc:pdf,unverified,unverified
40220146,,unverified,unverified
40220610,,unverified,unverified
40221184,,unverified,unverified
40221185,europepmc:pdf,unverified,unverified
40221285,,unverified,unverified
40227485,,unverified,unverified
40230305,scihub:title,unverified,unverified
40231223,europepmc:pdf,unverified,unverified
40235892,scihub:title,unverified,unverified
40235907,scihub:title,unverified,unverified
40239065,scihub:title,unverified,unverified
40244478,,unverified,unverified
40246672,,unverified,unverified
40249104,scihub:title,unverified,unverified
40249891,scihub:title,unverified,unverified
40250036,,unverified,unverified
40252124,scihub:title,unverified,unverified
40253816,,unverified,unverified
40257625,europepmc:pdf,unverified,unverified
40258697,,unverified,unverified
40260300,europepmc:pdf,unverified,unverified
40260376,europepmc:pdf,unverified,unverified
40263033,,unverified,unverified
40270949,europepmc:pdf,unverified,unverified
40272490,,unverified,unverified
40273481,,unverified,unverified
40274591,,unverified,unverified
40275157,europepmc:pdf,unverified,unverified
40275508,europepmc:pdf,unverified,unverified
40278711,europepmc:pdf,unverified,unverified
40281354,,unverified,unverified
40282386,europepmc:pdf,unverified,unverified
40282470,europepmc:pdf,unverified,unverified
40282898,europepmc:pdf,unverified,unverified
40285861,,unverified,unverified
40287393,,unverified,unverified
40287543,,unverified,unverified
40289234,scihub:title,unverified,unverified
40290690,scihub:title,unverified,unverified
40291864,europepmc:pdf,unverified,unverified
40291865,europepmc:pdf,unverified,unverified
40292002,europepmc:pdf,unverified,unverified
40293520,europepmc:pdf,unverified,unverified
40293535,europepmc:pdf,unverified,unverified
40301516,europepmc:pdf,unverified,unverified
40302856,europepmc:pdf,unverified,unverified
40316764,europepmc:pdf,unverified,unverified
40318973,,unverified,unverified
40319786,europepmc:pdf,unverified,unverified
40321712,europepmc:pdf,unverified,unverified
40323382,,unverified,unverified
40325578,,unverified,unverified
40338423,europepmc:pdf,unverified,unverified
40340564,europepmc:pdf,unverified,unverified
40343881,,unverified,unverified
40346007,europepmc:pdf,unverified,unverified
40346009,europepmc:pdf,unverified,unverified
40346524,europepmc:pdf,unverified,unverified
40347958,,unverified,unverified
40356764,europepmc:pdf,unverified,unverified
40358988,,unverified,unverified
40359349,,unverified,unverified
40369609,europepmc:pdf,unverified,unverified
40377609,,unverified,unverified
40379920,europepmc:pdf,unverified,unverified
40381041,europepmc:pdf,unverified,unverified
40381874,europepmc:pdf,unverified,unverified
40382481,,unverified,unverified
40386610,scihub:title,unverified,unverified
40387083,scihub:title,unverified,unverified
40389692,europepmc:pdf,unverified,unverified
40389920,europepmc:pdf,unverified,unverified
40390053,europepmc:pdf,unverified,unverified
40391600,,unverified,unverified
40391614,,unverified,unverified
40397486,europepmc:pdf,unverified,unverified
40401781,europepmc:pdf,unverified,unverified
40402814,europepmc:pdf,unverified,unverified
40403678,,unverified,unverified
40409541,,unverified,unverified
40409890,,unverified,unverified
40412553,,unverified,unverified
40415381,europepmc:pdf,unverified,unverified
40418864,,unverified,unverified
40419241,europepmc:pdf,unverified,unverified
40425434,,unverified,unverified
40435940,,unverified,unverified
40436516,,unverified,unverified
40444087,europepmc:pdf,unverified,unverified
40445102,europepmc:pdf,unverified,unverified
40448847,,unverified,unverified
40449122,scihub:title,unverified,unverified
40449585,,unverified,unverified
40456335,,unverified,unverified
40458366,scihub:title,unverified,unverified
40458716,scihub:title,unverified,unverified
40463356,scihub:title,unverified,unverified
40464951,scihub:title,unverified,unverified
40471424,scihub:title,unverified,unverified
40474195,scihub:title,unverified,unverified
40475847,europepmc:pdf,unverified,unverified
40482592,,unverified,unverified
40485579,europepmc:pdf,unverified,unverified
40485884,europepmc:pdf,unverified,unverified
40487957,europepmc:pdf,unverified,unverified
40494696,,unverified,unverified
40497096,europepmc:pdf,unverified,unverified
40510312,europepmc:pdf,unverified,unverified
40514006,,unverified,unverified
40517007,,unverified,unverified
40522298,,unverified,unverified
40522430,europepmc:pdf,unverified,unverified
40526136,,unverified,unverified
40533251,europepmc:pdf,unverified,unverified
40537065,europepmc:pdf,unverified,unverified
40544506,europepmc:pdf,unverified,unverified
40545536,europepmc:pdf,unverified,unverified
40549424,europepmc:pdf,unverified,unverified
40550664,,unverified,unverified
40550665,,unverified,unverified
40551903,europepmc:pdf,unverified,unverified
40552266,europepmc:pdf,unverified,unverified
40553356,,unverified,unverified
40558284,europepmc:pdf,unverified,unverified
40559106,europepmc:pdf,unverified,unverified
40559436,europepmc:pdf,unverified,unverified
40562628,,unverified,unverified
40563608,europepmc:pdf,unverified,unverified
40564792,europepmc:pdf,unverified,unverified
40571780,europepmc:pdf,unverified,unverified
40574858,europepmc:pdf,unverified,unverified
40576313,,unverified,unverified
40576488,europepmc:pdf,unverified,unverified
40578870,europepmc:pdf,unverified,unverified
40579613,europepmc:pdf,unverified,unverified
40579653,europepmc:pdf,unverified,unverified
40581307,,unverified,unverified
40581524,,unverified,unverified
40584995,europepmc:pdf,unverified,unverified
40586896,,unverified,unverified
40589073,europepmc:pdf,unverified,unverified
40594522,europepmc:pdf,unverified,unverified
40595386,europepmc:pdf,unverified,unverified
40596437,europepmc:pdf,unverified,unverified
40597035,europepmc:pdf,unverified,unverified
40601022,europepmc:pdf,unverified,unverified
40601425,europepmc:pdf,unverified,unverified
40602105,,unverified,unverified
40602296,,unverified,unverified
40602297,,unverified,unverified
40603180,,unverified,unverified
40603736,,unverified,unverified
40603772,,unverified,unverified
40607455,europepmc:pdf,unverified,unverified
40607973,,unverified,unverified
40612123,europepmc:pdf,unverified,unverified
40618901,,unverified,unverified
40620287,europepmc:pdf,unverified,unverified
40626321,europepmc:pdf,unverified,unverified
40627076,,unverified,unverified
40629015,europepmc:pdf,unverified,unverified
40629247,,unverified,unverified
40629575,europepmc:pdf,unverified,unverified
40632350,europepmc:pdf,unverified,unverified
40633284,,unverified,unverified
40635196,,unverified,unverified
40635329,europepmc:pdf,unverified,unverified
40638481,europepmc:pdf,unverified,unverified
40640480,scihub:title,unverified,unverified
40643654,,unverified,unverified
40646374,europepmc:pdf,unverified,unverified
40647527,scihub:title,unverified,unverified
40647531,scihub:title,unverified,unverified
40650262,scihub:title,unverified,unverified
40652430,europepmc:pdf,unverified,unverified
40659952,europepmc:pdf,unverified,unverified
40662410,,unverified,unverified
40668269,,unverified,unverified
40671482,europepmc:pdf,unverified,unverified
40676426,,unverified,unverified
40678585,europepmc:pdf,unverified,unverified
40681813,,unverified,unverified
40682593,europepmc:pdf,unverified,unverified
40686345,europepmc:pdf,unverified,unverified
40687425,europepmc:pdf,unverified,unverified
40707363,,unverified,unverified
40711637,europepmc:pdf,unverified,unverified
40715681,,unverified,unverified
40716857,,unverified,unverified
40718826,europepmc:pdf,unverified,unverified
40719928,europepmc:pdf,unverified,unverified
40722478,europepmc:pdf,unverified,unverified
40722519,europepmc:pdf,unverified,unverified
40722549,scihub:title,unverified,unverified
40723194,scihub:title,unverified,unverified
40723272,scihub:title,unverified,unverified
40724514,scihub:title,unverified,unverified
40734575,europepmc:pdf,unverified,unverified
40739664,europepmc:pdf,unverified,unverified
40739965,europepmc:pdf,unverified,unverified
40740749,europepmc:pdf,unverified,unverified
40740925,europepmc:pdf,unverified,unverified
40744096,,unverified,unverified
40745280,europepmc:pdf,unverified,unverified
40746636,europepmc:pdf,unverified,unverified
40747370,europepmc:pdf,unverified,unverified
40751160,europepmc:pdf,unverified,unverified
40753711,,unverified,unverified
40754638,,unverified,unverified
40757096,europepmc:pdf,unverified,unverified
40759457,europepmc:pdf,unverified,unverified
40760315,,unverified,unverified
40760425,scihub:title,unverified,unverified
40762689,,unverified,unverified
40764214,,unverified,unverified
40767615,,unverified,unverified
40767870,,unverified,unverified
40770420,scihub:title,unverified,unverified
40778975,europepmc:pdf,unverified,unverified
40779893,,unverified,unverified
40780555,,unverified,unverified
40781322,europepmc:pdf,unverified,unverified
40781740,europepmc:pdf,unverified,unverified
40782257,europepmc:pdf,unverified,unverified
40783150,,unverified,unverified
40785739,europepmc:pdf,unverified,unverified
40786911,europepmc:pdf,unverified,unverified
40789782,,unverified,unverified
40791107,europepmc:pdf,unverified,unverified
40794337,,unverified,unverified
40805227,europepmc:pdf,unverified,unverified
40805234,europepmc:pdf,unverified,unverified
40809031,europepmc:pdf,unverified,unverified
40810372,,unverified,unverified
40810858,,unverified,unverified
40813119,,unverified,unverified
40813620,,unverified,unverified
40813909,,unverified,unverified
40815309,,unverified,unverified
40816103,,unverified,unverified
40828572,europepmc:pdf,unverified,unverified
40830483,europepmc:pdf,unverified,unverified
40837746,europepmc:pdf,unverified,unverified
40837765,europepmc:pdf,unverified,unverified
40837773,europepmc:pdf,unverified,unverified
40839920,,unverified,unverified
40847254,,unverified,unverified
40849600,,unverified,unverified
40850835,,unverified,unverified
40851780,europepmc:pdf,unverified,unverified
40852969,,unverified,unverified
40853592,scihub:title,unverified,unverified
40853715,,unverified,unverified
40856737,europepmc:pdf,unverified,unverified
40858040,,unverified,unverified
40859558,europepmc:pdf,unverified,unverified
40860720,europepmc:pdf,unverified,unverified
40867076,europepmc:pdf,unverified,unverified
40870493,europepmc:pdf,unverified,unverified
40873584,europepmc:pdf,unverified,unverified
40874396,europepmc:pdf,unverified,unverified
40876981,,unverified,unverified
40877210,europepmc:pdf,unverified,unverified
40881169,europepmc:pdf,unverified,unverified
40882433,,unverified,unverified
40886317,europepmc:pdf,unverified,unverified
40889636,,unverified,unverified
40890619,europepmc:pdf,unverified,unverified
40901040,europepmc:pdf,unverified,unverified
40901315,europepmc:pdf,unverified,unverified
40902440,scihub:title,unverified,unverified
40905480,,unverified,unverified
40907165,,unverified,unverified
40907572,,unverified,unverified
40911505,,unverified,unverified
40913178,,unverified,unverified
40919247,europepmc:pdf,unverified,unverified
40926527,,unverified,unverified
40927976,,unverified,unverified
40929876,,unverified,unverified
40934606,,unverified,unverified
40938454,europepmc:pdf,unverified,unverified
40949360,europepmc:pdf,unverified,unverified
40954987,europepmc:pdf,unverified,unverified
40955104,europepmc:pdf,unverified,unverified
40955840,europepmc:pdf,unverified,unverified
40956184,europepmc:pdf,unverified,unverified
40956925,,unverified,unverified
40957489,,unverified,unverified
40960003,,unverified,unverified
40961405,europepmc:pdf,unverified,unverified
40962914,europepmc:pdf,unverified,unverified
40968737,europepmc:pdf,unverified,unverified
40977014,,unverified,unverified
40977019,,unverified,unverified
40981989,,unverified,unverified
40982204,,unverified,unverified
40983986,,unverified,unverified
40986045,,unverified,unverified
40986886,europepmc:pdf,unverified,unverified
40987386,,unverified,unverified
40987944,,unverified,unverified
40989165,europepmc:pdf,unverified,unverified
40989689,europepmc:pdf,unverified,unverified
40989872,europepmc:pdf,unverified,unverified
40989912,europepmc:pdf,unverified,unverified
40997368,,unverified,unverified
41002143,europepmc:pdf,unverified,unverified
41003803,europepmc:pdf,unverified,unverified
41006527,europepmc:pdf,unverified,unverified
